"Börsdata ID","Bolagsnamn","ROIC - Senaste","Nettoskuld - Senaste","EV/EBIT - Senaste","EV/FCF - Senaste","Capex - Per Aktie","P/B - Senaste","PEG - Senaste","Börsvärde - Senaste","RSI - RSI(14)","MA -  5/20","MA -  50/200","Kursutveck. - Utveck.  1m"
"257","ADDvise Group A","4,5%","41%","8,7","-2,1","-7,06","1,8","1,8","1372","35,2","-7,9%","-28,1%","-28,4%"
"1603","ADDvise Group B","4,5%","41%","5,9","-1,4","-7,06","0,6","0,7","490","27,4","-13,1%","-43,1%","-28,2%"
"2318","Adtraction","-3,3%","-21%","-34,0","8,0","-0,46","1,7",,"505","27,7","-4,2%","-10,5%","-10,9%"
"420","Advenica","8,6%","-30%","102,3","25,5","-0,20","4,5","0,0","423","51,7","-3,3%","-15,3%","-3,6%"
"1892","Adventure Box","-318,4%","-1%","-0,5","-1,0","-0,01","2,0",,"15","50,8","-3,2%","-23,1%","-15,1%"
"1751","Adverty","-16,6%","18%","-9,2","-2,0","-0,22","0,5",,"31","38,5","-12,0%","-93,1%","-32,0%"
"1411","Aerowash","-6,6%","9%","163,0",,,"1,4",,"69","56,5","1,1%","-31,2%","21,5%"
"1701","Africa Resources","-3,7%","45%","-24,8","-591,2","-0,04","0,8",,"5","46,2","-6,1%","-39,2%","11,2%"
"241","AFRY","6,2%","26%","14,4","22,2","-3,71","1,6","18,1","20046","76,2","6,3%","-9,6%","15,2%"
"395","Ages Industri","4,9%","23%","11,8","40,4","-14,86","0,9","-0,3","447","35,5","-3,4%","-16,1%","-7,5%"
"1478","Agtira","-47,6%","17%","-1,8","-1,0","-1,96","1,0",,"147","74,3","18,4%","-38,9%","18,4%"
"578","AIK Fotboll","-108,6%","-10%","-0,3","0,7","4,35","0,6",,"36","52,0","1,0%","1,7%","-3,0%"
"1395","Aino Health","-623,3%","-16%","-4,7","-8,4","0,00","15,3",,"46","67,1","5,3%","4,4%","-6,3%"
"1599","Aixia","80,1%","-8%","11,1",,,"7,8","0,0","210","67,6","-1,5%","-16,3%","3,1%"
"1876","Akelius D","2,7%","31%","69,6","7,1","0,26","3,1","2,2","10799","56,1","-0,1%","-0,4%","2,4%"
"1358","Alcadon Group","3,6%","20%","11,3","-13,0","-8,55","0,8","1,8","672","47,9","-0,6%","-19,3%","-5,5%"
"10","Alfa Laval","13,8%","9%","20,8","23,6","-7,33","5,2","2,0","204886","64,4","2,1%","1,3%","7,2%"
"739","Alimak","4,9%","21%","16,2","17,4","-1,24","1,7","3,4","12500","53,3","0,3%","2,8%","-1,0%"
"2413","Alleima","7,3%","-3%","15,0","24,1","-4,77","1,4","-0,8","23143","75,4","9,8%","8,7%","22,8%"
"1385","Alligator Bioscience",,"-20%","-0,0","-0,0",,"-0,2",,"31","31,8","-73,2%","-69,8%","-83,8%"
"1477","Alligo","5,3%","33%","16,8","17,8","-9,34","2,0","-0,7","7218","62,5","3,7%","-6,1%","15,1%"
"364","ALM Equity","-35,1%","36%","-5,0","-14,6","9,41","0,9",,"4924","47,0","-0,9%","-17,3%","-5,1%"
"2311","Alpcot","-31,7%",,"-3,4","-31,1","-0,03","1,4",,"106","59,1","2,7%","-14,5%","9,2%"
"443","Alteco Medical","-132,2%","-5%","-2,0","-2,3",,"2,5",,"25","57,4","-8,2%","22,4%","-5,0%"
"1752","AlzeCure Pharma",,"-92%","-2,4","-2,4",,"3,5",,"126","58,3","7,2%","-28,8%","23,9%"
"916","Alzinova","-18,1%","-20%","-5,5","-2,9","-0,39","1,0",,"260","35,8","-7,0%","21,3%","-15,6%"
"1419","Ambea","4,2%","62%","15,8","11,0","-1,91","1,7","0,2","8365","49,1","-1,1%","13,1%","-3,6%"
"501","Amhult 2","2,7%","45%","21,2","-13,1","-20,85","0,5","0,1","377","46,3","-1,5%","-1,9%","-6,0%"
"1891","Amido","-25,8%","-17%","-11,3","-9,4","-0,43","2,4",,"97","71,3","23,5%","-7,9%","96,4%"
"500","Amnode","-33,1%","26%","-6,2","-4,1","-1,22","0,4",,"4","60,9","1,9%","-59,1%","29,4%"
"2048","Annehem Fastigheter","1,7%","38%","32,2","-7,9","-6,90","0,5","6,9","1456","58,5","2,8%","-9,4%","3,8%"
"1446","Annexin",,"-90%","-4,3","-4,3",,"10,0",,"250","50,2","-2,0%","-8,8%","8,3%"
"13","Anoto","-130,0%","32%","-1,1","-5,6","-0,01","1,3",,"91","41,4","-31,3%","-29,8%","-33,0%"
"2500","ANTCO Investment","-62,8%","-1%","-0,8","3,1","0,13","0,2",,"2","54,9","-1,1%","-11,8%","-7,6%"
"2556","Apotea","27,3%","11%","31,9","83,3","-1,62","13,8",,"7926",,"-4,1%",,"-10,4%"
"1396","AppSpotr",,"9%","-0,2","-0,4","0,00","-1,8",,"26","46,4","-0,4%","-54,5%","-15,5%"
"767","Aptahem","-17,8%","-2%","-0,4","-2,3","1,91","0,1",,"11","30,3","-15,2%","-50,7%","-35,6%"
"505","AQ Group","15,6%","6%","18,1","16,8","-2,80","3,5","11,0","14544","59,3","4,5%","6,1%","13,6%"
"2244","Aquaticus Real Estate","2,7%","47%","22,9","15,2","-0,54","0,5","-0,8","174","40,1","-2,7%","-6,3%","-8,1%"
"1604","Arbona A","36,9%","-21%","6674,9","14,2","0,09","0,9","0,0","1703","57,3","-0,3%","-1,3%","-0,6%"
"2219","Archelon Natural","-173,6%","-32%","-1,0","-1,2","0,03","1,1",,"8","58,1","11,5%","-6,8%","13,6%"
"433","Arcoma","26,8%","-12%","9,2","5,4","-0,36","2,4","0,0","140","48,8","-2,9%","-21,9%","-0,9%"
"2391","Arctic Blue Beverages",,"117%","-2,9","-2,7","-0,00","-2,7",,"23","76,6","21,8%","5,6%","822,3%"
"262","Arctic Minerals","-13,6%","-5%","-5,1","-3,6",,"0,8",,"94","56,3","6,5%","-14,0%","11,3%"
"381","Arctic Paper","10,0%","-1%","4,9","-7,6","-5,22","0,8","-0,2","3183","58,0","2,6%","-16,4%","9,5%"
"1710","Arion Banki","1,6%",,"8,3","82,1","-0,81","1,4","-3,4","20810","61,9","0,3%","14,9%","2,2%"
"14","Arise Windpower","9,6%","10%","10,8","15,2","-5,50","0,7","0,2","1610","44,9","-0,7%","-12,7%","2,6%"
"1574","Arjo","4,6%","26%","16,8","17,1","-2,33","1,3","5,7","10840","73,3","3,3%","-12,6%","9,8%"
"2147","Arla Plast","12,7%","7%","10,1","34,3","-5,22","1,7","0,7","1036","63,3","4,9%","-5,5%","5,3%"
"2248","Arlandastad","-0,8%","10%","-30,0","-12,7","-0,87","0,4",,"1708","39,1","-1,7%","-5,2%","-4,6%"
"506","AroCell","-59,0%","-31%","-1,7","-12,0","-0,00","1,0",,"131","65,3","17,4%","-5,5%","46,2%"
"1793","Ascelia Pharma","-163,6%","-43%","-3,7","-3,5",,"2,6",,"283","48,7","-3,9%","-40,3%","-0,2%"
"17","Assa Abloy","9,5%","32%","19,2","58,4","-11,46","3,8","1,7","378943","64,9","2,2%","3,6%","4,2%"
"18","AstraZeneca","10,5%","25%","28,8","76,7","-5,08","5,9","3,6","2428155","71,9","2,9%","-7,6%","8,3%"
"1447","Athanase Innovation","-19,9%","-63%","-0,6","-2,0","-0,01","0,8",,"349","24,8","-4,8%","5,7%","-10,4%"
"19","Atlas Copco A","22,2%","8%","24,2","39,2","-2,73","8,0","5,2","915816","59,3","1,1%","-4,6%","10,3%"
"1605","Atlas Copco B","22,2%","8%","21,6","35,0","-2,73","7,1","4,6","815233","58,6","1,1%","-3,5%","10,9%"
"20","Atrium Ljungberg","2,0%","39%","34,4","47,3","-1,93","0,9","5,0","26165","49,6","2,6%","-7,9%","-0,9%"
"1675","Attana","-100,9%","35%","-1,0","-0,5","-0,00","0,2",,"8","52,8","-8,8%","-75,2%","0,0%"
"920","Attendo","2,0%","64%","18,3","22,1","-7,97","1,5","0,4","8213","47,8","0,2%","8,0%","0,6%"
"275","Auriant Mining","-36,2%","108%","15,0","25,8","-0,02","-0,5","0,0","119","73,5","0,8%","-13,9%","20,0%"
"21","Autoliv","16,8%","20%","9,6","19,0","-7,04","3,5","0,3","86927","49,4","2,2%","-2,8%","5,3%"
"22","Avanza Bank","0,7%",,"20,0","18,8","-7,68","8,3","1,7","52549","78,9","8,1%","7,5%","22,5%"
"1557","Awardit","4,0%","-5%","-10,2","-24,5","-12,01","2,1","0,3","1065","41,6","-1,8%","-0,9%","-5,0%"
"263","Avensia","21,7%","-12%","11,8","9,2","-0,00","8,2","0,1","323","58,3","0,1%","-3,7%","9,3%"
"2151","Avsalt Group","-998,7%","-18%","-0,1","-0,3","2,77","1,0",,"6","24,2","-19,9%","-77,9%","-54,8%"
"264","Avtech","59,3%","-52%","32,3","36,4",,"8,5","1,2","367","68,2","1,9%","-1,3%","10,2%"
"24","Axfood","10,2%","42%","20,1","29,1","-14,81","7,3","-3,4","51609","55,3","2,6%","-11,1%","1,7%"
"369","aXichem","-35,9%","-5%","-3,0","-3,1","-0,09","0,9",,"74","49,4","-0,4%","-0,4%","-7,0%"
"1754","Axolot Solutions","-335,8%","-36%","-2,3","-2,7","-0,01","4,3",,"76","54,6","5,4%","-11,1%","7,4%"
"1313","B3 Consulting","20,0%","28%","29,3","19,5","-2,64","2,7","0,6","664","50,1","-1,8%","-6,7%","-1,4%"
"2067","Backaheden","2,5%","52%","26,4","-10,4","-17,75","0,7","-1,3","320","58,2","-0,6%","-0,6%","4,1%"
"377","Bactiguard","-20,7%","19%","-27,8","-477,4","-0,55","3,8",,"1244","53,9","-3,1%","-36,7%","0,6%"
"520","Bahnhof","374,7%","-41%","20,3","19,3","-0,57","11,8","1,9","6142","73,5","3,8%","1,3%","9,2%"
"1517","Balco Group","0,9%","22%","33,0","-30,8","-3,92","1,1","-0,9","896","50,4","0,2%","-5,9%","1,0%"
"1450","Bambuser","-443,4%","-66%","0,0","0,1","0,02","0,8",,"180","72,9","4,4%","-27,0%","43,4%"
"2376","Bawat Water","-166,2%","122%","-3,7","-2,7","-0,12","-1,9",,"73","50,1","-3,2%","-33,7%","20,4%"
"27","BE Group","-2,0%","26%","-27,3","63,6","-7,00","0,4",,"569","42,2","-1,4%","-12,9%","-2,3%"
"2373","BeammWave","-60,0%","-33%","-4,1","-3,0","-0,48","2,0",,"164","52,0","3,5%","24,3%","1,0%"
"29","Beijer Alma","10,2%","25%","11,4","90,1","-9,28","2,4","0,2","10630","63,4","4,1%","-11,7%","7,4%"
"28","Beijer Ref","6,9%","21%","26,3","267,8","-5,36","3,5","-3,6","83999","52,9","2,1%","-0,9%","1,2%"
"494","Beowulf Mining","-18,2%","-1%","-1,6",,,"0,3",,"99","58,9","0,6%","-33,7%","34,5%"
"26","Bergman & Beving","4,7%","18%","24,9","35,5","-12,38","4,2","24,2","8834","62,9","3,6%","2,8%","3,5%"
"436","Berner Industrier","15,2%","24%","12,7","8,8","-0,12","2,5","1,9","598","45,1","-4,3%","-10,7%","-5,3%"
"2197","Besqab","3,2%","12%","20,0","41,4","2,78","0,7","-0,7","2927","57,8","3,4%","-4,6%","0,4%"
"1770","Beyond Frames","-30,1%","-10%","-10,4","-6,4","-2,12","2,5",,"190","44,1","-6,7%","-26,5%","-0,5%"
"1677","BHG Group","-8,4%","15%","-14,7","11,2","-0,43","0,9",,"4857","81,0","20,3%","15,3%","41,3%"
"1553","BiBBInstruments","-46,3%","-17%","-6,2","-4,5","-0,16","2,6",,"115","53,0","-1,4%","-28,8%","-7,2%"
"1376","BICO Group","-30,1%","14%","-3,5","13,1","1,43","0,9",,"2356","55,4","3,9%","-19,6%","4,2%"
"33","Bilia","5,5%","38%","16,2","20,2","-12,56","2,6","-0,5","12548","69,9","5,9%","-5,6%","8,0%"
"34","Billerud","1,7%","14%","27,6","41,9","-10,83","1,0","-0,7","28456","77,9","4,6%","-0,4%","12,4%"
"389","BIMobject","-11,9%","-72%","-22,8","-14,0","-0,27","4,1",,"810","65,9","6,1%","13,3%","27,6%"
"299","Binero Group","4,5%","-2%","-37,7","-15,7","-0,17","2,7","0,6","314","49,9","7,5%","-11,6%","7,2%"
"1408","Bio Vitos Pharma","-39,5%","-2%","-0,3","-0,8",,"0,1",,"6","41,0","-28,0%","-69,8%","-33,1%"
"1538","BioArctic","-62,9%","-50%","-74,8","-186,3","0,80","21,2",,"19499","63,1","6,9%","3,4%","10,6%"
"1933","Bioextrax","-279,4%","-50%","-4,5","-4,8",,"6,1",,"111","44,1","-6,3%","-2,4%","-23,6%"
"1939","Biofrigas","-51,9%","-26%","0,1","0,1","-0,27","0,3",,"28","64,7","8,4%","-11,6%","26,3%"
"35","BioGaia","56,3%","-59%","27,8","30,5","-0,28","7,6","-1,6","12281","73,8","3,8%","-5,2%","8,5%"
"36","Bioinvent","-139,3%","-86%","-2,1","-4,4","2,16","1,9",,"1882","35,5","-9,5%","-1,0%","-25,7%"
"2210","Biosergen","-806,8%","-63%","-2,2","-1,9","-0,06","4,5",,"115","43,7","-5,0%","9,2%","-7,7%"
"37","Biotage","6,7%","-2%","32,1","432,7","-4,74","3,0","1,2","11495","48,3","-2,8%","-11,1%","-11,7%"
"1429","Biovica","-370,9%","-51%","-1,3","-1,5","-0,00","2,3",,"213","59,2","12,0%","-9,9%","8,7%"
"1577","Bio-Works","-529,6%","-47%","-0,5","-0,4","-0,02","1,6",,"82","66,1","3,0%","-44,2%","9,0%"
"38","Björn Borg","19,3%","25%","15,3","34,0","-0,58","4,2","1,1","1422","59,1","2,7%","-5,3%","9,5%"
"1394","Bluelake Mineral","-68,0%","-13%","-3,8","-3,9","-0,00","2,1",,"98","65,4","6,4%","-13,8%","20,5%"
"1688","Bodyflight","-4,5%","12%","-11,7",,,"0,1",,"7","30,2","-21,2%","-38,3%","-39,4%"
"1520","Boho Group","0,3%","38%","14,5","11,4","-0,66","2,6","5,0","566","50,6","-3,0%","-15,8%","14,3%"
"2173","Bokusgruppen","4,6%","29%","16,8","5,8","-4,09","1,3","0,1","749","44,3","-0,4%","-2,4%","0,9%"
"40","Boliden","10,2%","13%","9,1","1796,2","-55,71","1,5","0,4","91189","51,0","-0,3%","-1,3%","7,4%"
"2006","BoMill","-97,7%","-44%","-10,3","-8,4","-0,01","5,4",,"154","48,0","-5,3%","30,7%","0,0%"
"1606","Bonava A","-3,6%","19%","41,4","6,1","1,41","0,5",,"3228","55,7","1,8%","2,6%","-4,8%"
"1325","Bonava B","-3,6%","19%","39,6","5,8","1,41","0,4",,"2931","65,5","3,9%","-5,8%","14,4%"
"1474","Bonesupport","17,5%","-18%","241,4","-7092,2","-0,13","34,6","-4,4","23261","41,9","-6,7%","19,8%","-9,9%"
"41","Bong Ljungdahl","-2,6%","27%","17,6","14,5","-0,17","0,3",,"164","44,7","-2,8%","-3,7%","-1,3%"
"432","Bonzun","70,5%","1%","-0,3","-0,1","0,02","0,1","0,0","98","84,3","35,2%","-56,2%","156,4%"
"779","Bonäsudden","2,4%","46%","54,6","-37,9","-18,39","0,9","1,9","281","52,0","-1,0%","2,7%","2,5%"
"1463","Boozt","7,7%","4%","32,3","41,6","-3,12","3,3","17,9","8946","65,5","6,9%","0,7%","4,1%"
"508","Botnia Exploration","-17,0%","-2%","-22,9","-10,2","-1,16","4,3",,"526","57,6","4,7%","3,6%","4,0%"
"244","Boule Diagnostics","-70,9%","4%","-1,5","-16,2","-2,22","1,4",,"367","56,3","0,9%","-3,4%","5,1%"
"2334","BPC Instruments","27,1%","-31%","24,8","38,1","-0,12","6,4","4,0","381","49,0","-1,2%","-3,5%","-2,9%"
"446","BrainCool","-45,9%","-25%","-6,0","-3,7","-0,02","2,2",,"334","44,4","0,2%","-25,8%","-3,5%"
"1320","BrandBee","-108,1%","-0%","-0,0","-0,0",,"0,0",,"4","31,9","-23,3%","-50,7%","-52,8%"
"909","Bravida","11,3%","10%","13,5","10,9","-3,34","2,2","-0,9","18294","77,7","5,1%","0,9%","10,7%"
"268","Bredband2","16,5%","14%","14,9","13,2","-0,13","3,7","0,6","1981","53,0","-0,8%","-0,1%","5,4%"
"421","BrightBid","-82,8%","-15%","-0,9","-0,9","-0,31","0,8",,"78","52,1","8,8%","-43,1%","23,0%"
"2204","Brilliant Future","-43,4%","-20%","-4,8","-4,7","-0,90","2,0",,"62","49,1","-1,7%","-9,5%","-9,6%"
"42","Brinova Fastigheter","2,1%","60%","50,7","-71,7","-2,38","0,7","25,9","1861","42,5","-1,1%","-7,0%","-4,8%"
"586","Briox","-107,3%","-37%","-13,8","-10,5","-0,27","8,3",,"380","58,5","0,8%","62,5%","0,9%"
"43","BTS Group","25,8%","-4%","18,0","26,1","-9,49","3,6","0,1","5567","71,9","2,9%","-9,5%","9,1%"
"2308","Bubbleroom","-22,0%","-6%","-2,7","-7,8","-0,05","0,7",,"70","58,1","9,8%","-19,4%","13,0%"
"375","Bufab","8,0%","35%","23,0","18,2","-5,30","4,8","-1,7","17813","69,1","5,3%","8,1%","6,4%"
"254","Bulten","4,6%","29%","9,9","30,4","-7,90","0,8","1,4","1641","72,5","4,5%","-6,0%","7,3%"
"44","Bure Equity","39,3%","-3%","2,9","303,1","-12,23","1,2","0,0","30144","66,0","2,8%","0,7%","6,0%"
"45","Byggmax","1,7%","42%","30,3","6,9","-1,33","1,2","0,3","2902","68,0","4,3%","12,6%","10,2%"
"598","Byggmästare AJ Ahlström","31,1%","-1%","2,4","8,6","34,22","1,0","0,0","2106","49,7","-3,7%","3,9%","5,5%"
"1379","Byggpartner","7,6%","15%","14,4","62,6","-0,72","1,4","0,1","664","50,7","5,6%","-10,9%","3,9%"
"1775","CAG Group","19,4%","-4%","10,8","9,8","-0,78","2,6","-3,6","785","47,8","-0,2%","1,5%","0,5%"
"921","Camurus","64,6%","-77%","117,3","106,4","-0,20","11,2","-2,9","35092","57,8","-0,3%","-5,5%","5,4%"
"2296","Candles Scandinavia","-16,7%","20%","-13,5","-8,0","-1,42","1,9",,"163","49,3","0,5%","-8,9%","2,2%"
"748","Cantargia",,"-76%","-1,4","-2,5","0,44","7,0",,"466","62,5","3,4%","-44,6%","10,9%"
"1127","Carasent","-1,3%","-29%","-37,7","-162,3","-0,43","1,8",,"1584","51,0","-1,7%","15,1%","-1,4%"
"1882","Carbiotix","-79,9%","-18%","-2,4","-1,9","-0,69","1,7",,"49","57,4","7,4%","20,7%","1,3%"
"1693","Cardeon","-91,7%","-2%","-0,9","-17,4","0,01","0,5",,"34","64,0","16,3%","1,4%","42,9%"
"2319","Careium","5,3%","17%","11,7","3,5","-2,25","1,1","1,7","688","41,6","-1,8%","-6,0%","-6,6%"
"2335","Case Group","4,0%",,"42,2","15,9","-0,01","2,3","0,1","550","52,1","-0,6%","10,4%","1,8%"
"46","Castellum","2,5%","38%","24,8","20,3","0,86","0,8","1,2","59358","52,6","2,9%","-7,9%","-0,0%"
"1607","Catella A","-3,2%","34%","67,3","-9,8","-1,15","1,3",,"2403","53,3","-1,7%","-7,2%","4,6%"
"274","Catella B","-3,2%","34%","67,0","-9,8","-1,15","1,2",,"2385","46,6","-0,3%","-7,1%","-3,1%"
"47","Catena","2,3%","35%","36,1","-12,8","-83,80","1,2","-17,9","29184","57,2","4,4%","-8,7%","2,2%"
"248","Cavotec","6,2%","10%","17,5","34,6","-0,03","3,1","0,3","2070","63,0","7,9%","-3,8%","14,8%"
"2023","CDON","-16,1%","-8%","-9,7","-26,9","-2,57","1,5",,"914","49,4","-3,2%","-13,8%","-3,4%"
"2148","Cedergrenska","9,6%","-3%","13,2","10,8","-4,07","2,6","0,1","410","58,2","1,5%","15,0%","5,8%"
"387","Cell Impact","-37,7%","6%","-0,9","-0,8","-0,05","0,3",,"80","37,4","-6,3%","-32,5%","-19,7%"
"49","CellaVision","21,0%","-10%","28,1","34,3","-3,24","7,0","1,1","5402","56,9","0,8%","-12,1%","4,1%"
"1337","Cereno Scientific","-32,9%","5%","-21,9","-9,3","-0,31","6,3",,"1458","49,2","-1,1%","-0,7%","-5,9%"
"2320","ChargePanel",,"-47%","-2,8","-2,2",,"6,6",,"43","47,1","-3,0%","-8,5%","-5,4%"
"2140","checkin.com","-5,2%","-8%","-39,1","354,9","-0,83","1,8",,"375","27,2","-4,3%","-34,2%","-8,7%"
"2119","Cheffelo","5,2%","3%","13,3","8,1","-0,97","0,9","0,1","359","57,2","1,9%","3,2%","12,3%"
"1389","ChemoTech","-212,5%","-11%","-1,2","-1,2","-0,00","2,1",,"25","35,8","-17,0%","-21,5%","-40,2%"
"1414","Chordate Medical","-271,2%","-24%","-0,4","-0,4",,"1,0",,"18","61,8","10,9%","-44,1%","75,9%"
"1013","CHOSA Oncology","-101,8%","-49%","-0,5","-1,5","-0,80","0,8",,"52","54,8","-1,9%","-20,4%","-11,7%"
"1676","Cibus Nordic","2,8%","50%","41,2","19,5","-0,05","1,4","-1,5","13735","63,9","3,5%","3,3%","2,2%"
"2539","Cinclus Pharma",,"-98%","-1,6","-1,5",,"1,5",,"900","46,5","-4,8%",,"-11,2%"
"2476","Cinis Fertilizer","-12,8%","52%","-12,2","-1,9","-5,21","1,4",,"464","23,0","-14,2%","-53,3%","-40,7%"
"2077","Cint Group","-92,9%","13%","-0,6","-29,5","-0,09","0,5",,"1820","25,8","-20,1%","5,1%","-32,5%"
"2049","CirChem","-9,7%","6%","-53,7","-6,4","-0,18","2,9",,"122","53,5","-1,2%","20,1%","-8,8%"
"2362","Circle Energy","-61,1%","-1%","-0,0","-0,0","0,01","0,0",,"3","42,6","-14,2%","-67,0%","-33,3%"
"51","Clas Ohlson","24,0%","23%","16,4","18,1","-9,41","7,7","0,1","15482","72,6","5,5%","20,8%","12,4%"
"397","Clavister","-41,4%","53%","-53,0","-32,7","-0,12","-5,5",,"559","48,1","-3,6%","29,8%","-9,9%"
"1315","Clean Motion","-28,2%","-0%","-1,6",,,"0,4",,"33","43,3","-4,1%","-65,0%","-7,5%"
"416","Clemondo","5,5%","13%","12,3","8,5","-0,21","0,9","-0,7","98","51,3","3,8%","-11,2%","4,7%"
"1542","Climeon","-41,9%","-2%","-8,7","-6,9","-0,12","3,2",,"132","97,0","200,4%","4,3%","751,4%"
"521","Clinical Laserthermia","-149,8%","-22%","-0,7","-0,6","-0,48","1,0",,"80","58,1","7,4%","-43,3%","8,7%"
"52","Cloetta","5,8%","14%","12,0","14,4","-0,32","1,5","1,9","8168","77,7","6,1%","10,9%","12,3%"
"2199","CodeMill","33,2%","-29%","17,8","8,7","-0,61","3,6","0,1","193","50,3","-2,8%","-1,7%","-11,3%"
"1666","Coegin Pharma","-379,0%","-27%","-3,7","-4,0",,"2,9",,"112","57,5","1,1%","-18,9%","16,6%"
"2097","CoinShares","-587,7%","-1%","-0,3","34,8","-0,17","1,7",,"6374","62,5","2,7%","29,5%","15,2%"
"769","CombiGene","-409,7%","-84%","0,8","1,0","-0,05","0,5",,"46","43,0","-3,0%","-11,0%","-3,4%"
"2377","CombinedX","12,7%","4%","9,7","16,5","-3,43","1,5","-0,6","624","63,3","2,3%","-18,3%","6,9%"
"1749","Comintelli","51,3%","-5%","6,4","10,6",,"3,1","0,0","37","52,0","0,5%","28,3%","4,6%"
"2297","Compodium","-14,2%","-4%","-4,6","-3,9","-3,54","0,7",,"66","55,8","-0,7%","-5,8%","32,8%"
"56","Concejo B","2,0%","-9%","-56,8","5,5","0,73","0,7","0,2","522","55,2","-0,6%","-7,6%","0,5%"
"2544","Condo Nordic","-23,2%","1%","-2,8","-7,7","-0,18","0,6",,"29","62,6","20,8%",,"38,6%"
"530","Consensus","2,2%",,"-18,3","-4,1","-0,24","1,9","0,3","87","64,9","10,4%","-13,8%","17,6%"
"741","Coor Service Management","4,6%","33%","12,8","14,3","-1,26","2,0","-3,2","3031","46,0","-4,6%","-20,1%","-7,8%"
"57","Corem Property A","1,8%","51%","40,0","5,2","5,86","0,3","-0,3","7361","40,4","-1,9%","-22,7%","-10,0%"
"1608","Corem Property B","1,8%","51%","39,9","5,2","5,86","0,3","-0,3","7330","44,6","-1,5%","-22,9%","-11,9%"
"2218","Corem Property D","1,8%","51%","293,7","38,5","5,86","11,4","-11,3","286003","49,1","-1,1%","-1,9%","-5,9%"
