"Börsdata ID","Bolagsnamn","ROIC - Senaste","Nettoskuld - Senaste","EV/EBIT - Senaste","EV/FCF - Senaste","Capex - Per Aktie","P/B - Senaste","PEG - Senaste","Börsvärde - Senaste","RSI - RSI(14)","MA -  5/20","MA -  50/200","Kursutveck. - Utveck.  1m"
"749","Corline Biomedical","-12,5%","-8%","-20,3","-19,7","-0,45","2,4",,"231","54,2","-1,5%","-14,0%","7,3%"
"398","Cortus Energy","-263,5%","55%","-0,9","-1,0","0,06","-2,7",,"29","73,8","16,0%","-63,0%","48,8%"
"270","C-RAD","33,5%","-24%","13,1","25,8","-0,29","3,5","0,1","1099","73,1","6,0%","-20,5%","8,5%"
"278","Creades","12,7%","-7%","8,6","16,2","3,24","1,1","0,1","10868","70,8","6,2%","-1,1%","10,9%"
"2208","Creturner","-7,1%","1%","-1,4","-119,1","0,41","0,1",,"14","54,5","-18,5%","14,5%","-10,7%"
"1382","Crunchfish","-204,7%","-18%","-0,5","-0,7","-0,41","1,1",,"50","40,1","-11,8%","-75,9%","-26,7%"
"2253","CTEK","0,4%","20%","22,1","19,0","-1,04","1,3","2,0","970","46,3","-1,0%","-17,6%","-0,3%"
"58","CTT Systems","35,0%","-4%","32,1","46,3","-0,33","13,4","11,5","3558","65,4","2,5%","-7,0%","1,1%"
"1366","Cyber Security 1","-8,6%","21%","82,3","26,3","-0,00","4,7",,"9","49,2","-4,2%","-31,3%","-14,9%"
"2522","Cyclezyme","-76,9%","-41%","-9,2","-4,9","-0,75","3,9",,"21","69,7","18,2%","-2,8%","36,6%"
"2359","Dala Energi","4,3%","22%","33,9","-30,7","-10,99","2,6","-1,5","2589","67,8","1,1%","16,1%","4,5%"
"245","Dedicare","39,0%","-21%","6,0","6,1","-2,50","2,2","-0,3","625","64,9","2,4%","-7,0%","15,5%"
"2080","Desenio",,"83%","-6,2","-29,4","-0,01","-0,4",,"37","47,1","-22,8%","1,0%","-27,7%"
"1565","DevPort","38,1%","-17%","5,8","5,1","-0,63","2,2","-0,7","285","55,6","1,4%","-13,1%","2,9%"
"2321","Devyser Diagnostics","-31,0%","-24%","-25,9","-16,2","-4,05","6,1",,"2144","59,5","2,1%","6,2%","9,3%"
"449","DexTech Medical","-47,0%","-62%","-9,7","-9,9","-0,24","2,6",,"74","49,8","-1,0%","-4,5%","0,0%"
"283","Diadrom","-23,3%","-27%","-44,6","22,9",,"6,2",,"64","65,4","8,1%","-17,4%","29,7%"
"2237","Diagonal Bio","-48,3%","-13%","0,3","0,2","-0,08","0,0",,"8","49,8","-10,0%","-25,1%","13,9%"
"62","Diamyd Medical","-328,9%","-69%","-10,5","-11,5","-0,01","11,6",,"1807","53,9","-2,9%","10,2%","5,6%"
"1720","Dicot Pharma","-2663,1%","-93%","-2,0","-2,0",,"1,8",,"523","54,5","-3,6%","3,7%","21,2%"
"285","Dignitana","-249,0%","8%","-4,9","-14,7","-0,07","12,8",,"97","55,6","0,6%","-17,3%","25,7%"
"282","DistIT","-173,5%","35%","-1,4","8,0","-0,35","0,8",,"78","61,0","3,5%","-23,7%","26,9%"
"2419","Dividend Sweden","12,0%","-2%","1,0","7,3","-0,01","0,2","0,0","17","41,5","-2,9%","-7,3%","-8,4%"
"1902","Divio Technologies",,"-5%","-2,0","-1,6","-0,04","-4,8",,"59","61,6","-2,2%","-2,3%","13,8%"
"63","Diös Fastigheter","2,7%","52%","29,0","25,6","1,11","1,0","3,1","10875","52,5","2,0%","-8,2%","-3,2%"
"2128","Dlaboratory","-127,2%","-19%","-4,1","-5,0","-0,04","3,5",,"35","36,3","-6,2%","6,4%","-26,4%"
"910","Dometic","-5,7%","21%","-26,1","8,8","-1,63","0,7",,"18052","63,6","7,1%","-17,3%","8,7%"
"64","Doro","14,2%","-23%","8,8","5,0","-1,36","1,6","1,0","834","56,0","0,1%","22,8%","0,3%"
"876","Double Bond Pharma","-403,8%","-24%","-4,0",,,"13,3",,"38","53,4","-5,0%","-8,4%","-6,9%"
"401","Doxa","-27,6%","-1%","-0,5","-0,4","-0,84","0,2",,"522","45,0","-4,7%","-51,9%","-43,6%"
"287","Drillcon","9,6%","15%","9,3","7,4","-0,79","1,3","-1,1","206","49,4","-0,1%","-18,5%","3,8%"
"1917","Dug Foodtech","-34,4%","36%","-3,5","-4,2","-0,00","1,4",,"40","50,6","-0,1%","-59,8%","12,3%"
"65","Duni","5,0%","12%","13,6","25,4","-7,98","1,4","-0,5","4766","68,1","4,2%","-7,5%","7,5%"
"66","Duroc","1,9%","8%","14,9","28,5","-0,88","0,6","0,3","663","44,0","-1,3%","-4,5%","-3,4%"
"602","Dustin Group","0,2%","21%","34,0","-14,1","-0,48","0,3","-0,8","1759","45,3","0,3%","-51,2%","-9,0%"
"2329","Dynavox Group","12,2%","36%","42,0","154,4","-2,25","20,9","0,7","7843","72,1","6,1%","7,1%","19,5%"
"67","Eastnine","2,6%","31%","30,2","-9,8","-0,94","1,0","1,1","4827","63,9","2,8%","4,6%","5,0%"
"509","EasyFill","-64,6%","-2%","-1,2",,,"1,0",,"25","45,8","-7,5%","-28,0%","2,0%"
"1432","EatGood","-60,7%","19%","-4,7","-5,1","0,01","3,4",,"15","72,2","16,5%","-38,5%","28,0%"
"1883","eBlitz Group","-44,8%","-4%","-3,8","-17,0","0,16","1,1",,"28","58,4","2,9%","27,0%","2,0%"
"460","Ecoclime","-3,9%","-10%","-2,0","-5,0","0,00","0,5",,"87","49,2","-1,9%","-10,5%","7,8%"
"1776","eCom Teams","-25,0%","39%","127,8","255,5","2,53","0,3",,"80","53,3","-2,6%","-46,9%","6,3%"
"497","ECOMB",,"-6%","-0,3","3,4","-0,01","7,2",,"5","34,5","-13,6%","-45,6%","-20,6%"
"498","EcoRub","-21,6%","21%","-6,4",,,"5,5",,"48","49,6","-0,2%","-0,6%","2,5%"
"2241","Edyoutec","-18,5%","4%","-3,7","-2,4","-0,26","0,6",,"55","55,7","-1,0%","1,4%","-1,3%"
"2254","eEducation Albert","-100,4%","-20%","-0,3","-0,9","-0,39","0,6",,"76","52,8","2,4%","-14,5%","10,9%"
"2221","Eevia Health","-64,8%","13%","-0,5","-5,8","-0,02","0,1",,"5","42,3","4,1%","-66,1%","-51,7%"
"1404","Effnetplattformen","-81,4%","-71%","-13,2","-54,1","-0,02","2,0",,"45","31,4","-6,3%","-8,5%","-18,3%"
"332","Egetis Therapeutics","-113,8%","-3%","-5,8","-8,3","0,00","5,7",,"2392","51,9","-2,7%","5,0%","-12,0%"
"68","Elanders","1,4%","53%","15,4","73,2","-35,74","0,7","-0,6","2970","41,9","-0,7%","-7,7%","-4,3%"
"1609","Electrolux A","-3,9%","22%","53,1","-729,5","-15,84","3,1",,"31988","55,3","7,6%","-3,4%","9,7%"
"70","Electrolux B","-3,9%","22%","50,1","-689,0","-15,84","2,8",,"28591","53,8","7,8%","-1,4%","9,9%"
"1930","Electrolux Professional B","9,7%","18%","19,9","-501,1","-5,07","3,9","7,6","22072","75,1","7,2%","0,4%","12,1%"
"71","Elekta","6,6%","12%","17,5","140,4","-5,62","2,4","-1,0","25220","60,9","3,7%","-8,2%","7,5%"
"2187","Elicera Therapeutics",,"-98%","-4,5","-5,5","-0,00","5,0",,"118","77,7","22,1%","19,8%","101,2%"
"288","Ellen","-91,9%","-28%","-3,5","41,1","-0,00","2,0",,"11","48,2","3,2%","-8,8%","2,0%"
"2065","ELLWEE","2,7%","43%","7,4","-10,5","-0,22","0,2","0,0","3","29,3","-9,5%","-26,3%","-20,6%"
"69","Elon","3,1%","9%","11,4","25,7","-2,39","0,7","0,1","394","61,0","5,1%","-3,9%","14,7%"
"596","Eltel","-8,5%","24%","-12,2","11,0","-0,04","0,5",,"1041","50,9","-0,2%","-7,3%","0,6%"
"2206","Embark Group","-150,2%","20%","-1,5","-2,0","-0,11","2,0",,"135","53,6","-3,4%","3,6%","-9,6%"
"447","EmbeddedArt","-208,2%","5%","-6,7",,,"16,0",,"123","55,2","11,5%","-27,5%","16,4%"
"2105","Embellence","10,7%","16%","9,9","9,2","-0,59","1,5","0,1","765","53,9","0,8%","-3,4%","10,2%"
"1374","Embracer","-36,5%","15%","-3,0","26,6","-9,52","1,0",,"50652","72,5","10,0%","13,9%","24,3%"
"1576","Enad Global 7","0,1%","-3%","19,4","-6,1","-3,10","0,3","-5,4","1208","38,4","-5,4%","4,2%","-16,4%"
"73","Enea","7,1%","8%","17,8","11,7","-4,64","1,1","0,1","2078","42,9","-1,1%","17,2%","-1,1%"
"1973","Energy Save","-14,5%","-11%","-6,2","4,8","7,61","0,9",,"161","59,4","6,0%","-20,6%","20,1%"
"1471","Enersize","-422,3%","-28%","-1,0","-1,1",,"2,6",,"17","43,4","-3,8%","-12,1%","-6,3%"
"2401","Engcon","26,2%","2%","62,8","88,5","-0,32","24,9","-1,8","15816","51,0","2,3%","3,9%","-0,4%"
"74","Eniro","11,0%","26%","12,1","12,4","-0,07","1,6","0,0","366","60,5","1,7%","-0,8%","9,6%"
"1330","Enorama Pharma","-147,5%","-12%","-4,3","-2,9",,"4,2",,"142","31,1","-13,9%","-12,1%","-30,1%"
"1518","Enrad","19,8%","-12%","65,3",,,"11,5","0,4","281","50,7","4,6%","-5,6%","9,5%"
"2560","Envar",,,,,,,,"231",,"-2,0%",,"5,7%"
"465","Envirologic","49,4%","-30%","12,3","38,1","-0,18","5,0","0,6","159","60,6","0,3%","-36,0%","5,9%"
"484","Enzymatica","-57,5%","-45%","-3,1","-3,8","-0,00","1,4",,"362","45,4","-7,4%","-24,9%","-5,7%"
"291","Eolus Vind","-5,9%","35%","-54,8","-1,4",,"1,0",,"1323","53,5","-3,0%","-15,2%","10,6%"
"30","Ependion","8,0%","25%","17,0","23,2","-9,50","2,7","-1,1","3586","77,2","2,9%","-11,7%","25,8%"
"1711","Epiroc A","15,0%","18%","21,9","-220,3","-9,68","6,0","-3,9","257434","62,2","5,8%","-2,0%","10,2%"
"1712","Epiroc B","15,0%","18%","19,3","-194,6","-9,68","5,3","-3,4","225634","58,5","5,1%","-2,9%","7,8%"
"293","Episurf Medical","-228,0%","-56%","-0,2","-0,2","-0,01","0,8",,"82","47,2","-0,2%","-35,9%","-8,0%"
"466","EQL Pharma","13,9%","32%","51,9","-27,1","-2,50","11,8","5,7","2337","57,2","-0,3%","27,8%","-0,7%"
"1874","EQT","8,1%","10%","43,7","84,0","-0,00","4,6","0,1","452836","66,5","5,7%","-0,3%","19,1%"
"1610","Ericsson A","0,0%","-13%","56,1","8,0","-4,79","3,0","139,7","280918","37,3","-6,6%","17,8%","-6,6%"
"77","Ericsson B","0,0%","-13%","56,0","8,0","-4,79","3,0","139,7","280784","35,7","-6,7%","18,2%","-6,7%"
"1611","Essity A","9,3%","17%","12,4","8,5","13,64","2,2","0,6","198060","39,8","-3,0%","0,9%","-4,6%"
"1470","Essity B","9,3%","17%","12,4","8,5","13,64","2,2","0,6","197288","38,9","-3,1%","0,8%","-5,0%"
"772","Eurobattery Minerals","-16,7%","-0%","-0,4","-0,3","-0,14","0,1",,"24","42,5","-6,1%","-64,6%","-3,0%"
"510","European institute","-780,0%","-66%","0,3","0,3",,"0,1",,"1","16,3","-58,4%","-53,2%","-71,5%"
"542","Everysport","-94,2%","-38%","-726,4","4,2","4,82","4,7",,"106","48,5","-2,7%","1,1%","-3,4%"
"1601","Evolear","-40,5%","12%","-1,0",,,"1,5",,"3","47,0","-23,2%","-46,7%","-32,8%"
"79","eWork","62,6%","3%","14,1","13,9","-0,67","10,2","-4,7","2628","61,0","0,9%","1,5%","6,1%"
"544","Exalt","22,7%","-13%","15,3",,,"7,5","0,2","24","46,6","-4,8%","-1,0%","-7,1%"
"1355","ExpreS2ion Biotech",,"-73%","0,2","0,5","10,61","0,9",,"81","72,4","14,1%","-43,4%","48,5%"
"1968","Exsitec","10,6%","24%","18,6","-60,1","-10,18","4,0","0,8","1766","49,9","-0,8%","-15,9%","-6,7%"
"1360","Eyeon Group","-12,4%","-8%","-60,2","-80,2","-0,37","7,0",,"435","52,4","-2,2%","-30,7%","14,2%"
"80","Fabege","1,3%","42%","44,7","40,5","-1,06","0,7","36,4","27521","51,7","2,9%","-6,2%","0,5%"
"81","Fagerhult","4,1%","19%","16,0","16,8","-1,47","1,3","-0,7","9568","46,6","-1,1%","-13,0%","-0,2%"
"2046","Fasadgruppen","3,2%","30%","12,0","105,6","-7,37","1,0","-0,4","2317","57,0","0,3%","-19,6%","-6,4%"
"83","Fast Balder","2,0%","50%","35,3","-161,2","-3,94","1,0","-41,9","94248","55,6","5,1%","-0,1%","3,1%"
"393","Fastator","-220,5%","77%","-3,4","7,2","4,50","0,3",,"131","72,4","14,7%","-12,9%","33,9%"
"2408","Fastighetsbolaget Emilshus","3,0%","49%","34,9","-10,5","-10,74","1,4","30,9","6092","56,9","5,5%","6,7%","3,9%"
"82","Fastpartner A","1,5%","42%","42,5","29,4","-0,68","0,8","-1,3","12388","49,0","1,3%","-9,8%","-2,2%"
"1903","Fastpartner D","1,5%","42%","45,0","31,2","-0,68","0,9","-1,5","14090","44,5","0,4%","2,1%","1,7%"
"85","Fenix Outdoor","2,2%","15%","25,5","8,6","-1,45","1,9","-1,0","9139","53,9","-0,3%","0,3%","-3,4%"
"1788","Ferroamp","-134,6%","-10%","-0,6","-0,8","-0,95","1,1",,"215","39,2","-5,1%","-50,7%","-10,9%"
"1546","Ferronordic","-7,7%","38%","-62,8","-4,1","-116,57","0,6",,"908","65,7","2,0%","-11,4%","5,9%"
"1361","Filo",,"-87%","-34,6","-48,8","-0,02","43,7",,"33571","53,9",,"8,4%","1,9%"
"1392","Finepart","-191,0%","0%","-1,3",,,"1,7",,"14","63,3","8,4%","-28,7%","39,0%"
"86","Fingerprint Cards","-284,7%","-9%","-0,0","-0,1","-0,00","0,2",,"67","25,1","-39,3%","-66,6%","-48,0%"
"295","Firefly","35,8%","-15%","17,6","37,9","-0,02","7,5","-5,2","1191","66,5","-0,4%","-6,3%","3,4%"
"400","First Hotels","3,3%","63%","6,2","-0,9","-4,17","0,5",,"13","19,8","-27,7%","-57,6%","-43,1%"
"2227","First Venture","-20,9%","13%","-7,6","-24,8","0,22","0,4",,"63","54,5","2,7%","-17,0%","-5,1%"
"2284","Flat Capital","-14,9%","-22%","-17,7","-10,4","-1,63","2,5",,"1192","68,3","8,4%","7,4%","31,7%"
"1877","Fleming Properties","2,5%","33%","12,7","10,6","-0,00","0,0","-0,1","340","46,3","-0,2%","-14,1%","-1,0%"
"1384","Flerie","-6,8%","-20%","-10,5","-78,8","-0,25","0,9",,"3765","52,0","2,2%","4,9%","2,7%"
"1713","Flexion Mobile","-24,7%","-30%","-11,0","3,3","-0,01","1,5",,"408","51,0","1,1%","-13,0%","0,3%"
"1556","Flexqube","-188,1%","9%","-3,4","-3,8","-0,57","2,3",,"117","45,1","-0,3%","-6,6%","-6,8%"
"1357","Flowscape","3,0%","-22%","251,4","35,2","-0,51","3,8","2,9","62","52,5","0,3%","-0,6%","4,7%"
"1690","Fluicell","-701,6%","-67%","-0,5","-0,4","-0,00","1,3",,"28","62,1","8,1%","-35,7%","40,5%"
"1840","FluoGuide","-274,8%","-57%","-20,5","-12,7","-0,07","14,2",,"682","63,4","0,9%","0,1%","28,0%"
"1425","FM Mattsson","8,4%","6%","15,1","9,0","-1,26","2,0","-0,5","2052","47,4","-0,4%","-3,2%","-5,6%"
"87","Formpipe Software","6,3%","0%","33,7","21,5","-1,25","2,7","1,0","1324","49,5","-3,3%","-4,3%","6,6%"
"2034","Fortinova","1,5%","48%","41,9","1040,6","-2,73","0,6","-21,6","1366","40,8","-1,9%","-1,1%","-2,9%"
"589","Fortnox","40,0%","-15%","57,4","93,0","-0,53","21,7","1,5","47030","69,6","5,2%","9,0%","6,9%"
"2076","Fractal Gaming","7,8%","-3%","22,9","-24,7","-0,85","2,6","-0,5","1028","61,3","0,3%","-8,4%","5,1%"
"2238","Fragbite","-21,7%","13%","-0,7","-0,8","-17,18","0,3",,"49","54,2","8,1%","-87,9%","-0,7%"
"1539","Fram Skandinavien",,"-38%","-2,7","-3,9","0,56","4,9",,"35","62,7","7,5%","-45,1%","28,2%"
"587","Free2Move","-121,7%","29%","-0,8","-0,7","-0,00","1,0",,"5","46,0","5,7%","-22,0%","5,0%"
"2233","Freemelt","-43,7%","-11%","-0,5","-0,6","-0,65","0,3",,"69","44,2","-13,6%","-35,5%","17,6%"
"601","Freja eID","-324,1%","52%","-12,4","-15,6","-0,49","-3580,1",,"258","63,9","7,0%","3,6%","17,5%"
"2490","Frilans","-51,9%","-28%","4,3","3,2","-0,25","2,7","0,0","135","52,3","1,4%","20,1%","2,6%"
"1316","Front Ventures","-482,4%","-1%","-1,0","-0,3","-0,05","0,3",,"11","43,5","-16,5%","-37,8%","-19,6%"
"1423","Frontwalker","-96,7%","3%","-2,5","-5,3","0,02","2,3",,"42","60,1","2,8%","-3,0%","13,8%"
"560","FX International","-30,7%","-4%","-0,8",,,"0,3",,"9","47,1","-6,9%","-5,0%","-4,7%"
"383","G5 Entertainment","35,1%","-38%","8,2","4,8","-17,20","2,0","-0,3","1073","74,4","6,0%","1,5%","18,2%"
"454","Gabather",,"-69%","-0,2","-0,3",,"-1,6",,"4","40,6","-55,1%","-54,1%","-55,0%"
"1783","Game Chest","-67,6%","-56%","-10,7","-6,1","-0,05","2,7",,"13","45,4","-1,2%","-20,0%","-12,1%"
"751","Gaming Corps",,"36%","-2,4","-2,2","0,00","-4,1",,"75","79,8","4,3%","-28,1%","33,9%"
"1383","Gapwaves","-96,4%","-40%","-6,3","-7,9","-0,75","3,8",,"439","50,9","-1,5%","-14,6%","-0,8%"
"1011","Garo","-9,9%","27%","-23,4","-104,8","0,50","1,9",,"1065","43,1","-5,5%","-10,9%","-7,8%"
"2532","Garpco","3,3%","18%","18,1","-25,2","-30,83","1,2",,"251","56,5","0,9%",,"5,7%"
"1372","Gasporox","-15,7%","-21%","-30,8","-178,2","-0,99","3,2",,"74","45,7","-4,6%","-15,1%","-8,7%"
"297","Generic Sweden","126,3%","-43%","23,0","20,1","0,62","15,2","97,6","698","59,2","-2,3%","10,5%","3,3%"
"1953","Genova Property","0,9%","52%","79,8","36,1","2,14","0,7","0,6","2317","63,6","6,9%","-2,2%","21,0%"
"298","Genovis","21,4%","-25%","47,0","46,4","0,20","9,0","-1,5","1993","73,9","4,5%","-6,8%","23,3%"
"88","Getinge","3,4%","16%","24,5","2495,4","-16,72","1,8","-1,1","59404","78,8","10,0%","-7,7%","20,1%"
"2547","GiG Software",,,,,,,,"554","55,5","0,5%",,"2,5%"
"2288","Gigasun","-0,8%","54%","19,7","-6,9","-6,22","0,3",,"177","57,1","6,5%","-12,8%","19,2%"
"577","Glycorex Transplantation","-76,8%","2%","-9,4","-95,5",,"6,6",,"249","63,5","-4,6%","60,5%","54,9%"
"2234","Godsinlösen","-766,8%","8%","-1,5","-1,7","-0,06","-1,0",,"9","51,4","-2,3%","-14,8%","-18,8%"
"1350","Gold Town Games","-123,5%","34%","-0,5","-3,0","-0,10","0,6",,"5","49,6","3,5%","-27,7%","-15,0%"
"1714","Gomero Group","13,6%","-36%","31,6","11,7","-0,73","2,7","0,2","68","49,2","-2,6%","1,1%","-11,6%"
"1333","GomSpace","-77,0%","16%","-8,3",,,"8,1",,"561","43,3","-4,1%","-5,2%","-7,6%"
"2136","Goobit Group","-22,9%","-5%","-4,7","-12,9","0,02","2,8",,"42","54,5","3,9%","-10,0%","13,1%"
"1547","Goodbye Kansas","-146,1%","31%","-0,8","-0,8","0,36","-1,7","0,0","44","66,0","14,8%","39,5%","39,3%"
"2521","Gosol Energy","32,4%","-29%","-80,8","20,5","-0,00","3,6","-0,2","88","57,4","4,5%","-19,6%","7,6%"
"2487","Gotlandsbolaget A","4,2%","-67%","5,3","1,9","-103,65","1,0","-0,3","5500","53,8","-0,7%","-1,9%","5,8%"
"2488","Gotlandsbolaget B","4,2%","-67%","4,9","1,8","-103,65","1,0","-0,3","5400","53,6","0,0%","-1,0%","2,9%"
"582","Grangex","-12,9%","-3%","-1,9","-0,4","-15,71","2,5",,"156","59,6","8,0%","-0,4%","3,5%"
"459","Greater Than","-1,5%","-47%","-1135,3","-26,4","-0,56","7,7",,"509","65,2","12,0%","-34,2%","36,8%"
"1678","Green Landscaping","4,8%","36%","14,5","29,5","-7,05","2,3","-2,0","3885","38,6","0,8%","-7,6%","-2,8%"
"2534","Greenmerc","52,7%","-65%","10,5","8,4","-0,51","2,8",,"103","35,4","-11,3%",,"-22,0%"
"312","Gruvaktiebolaget Viscaria","-3,0%","-21%","-34,8","-4,7","-3,38","1,4",,"2189","49,7","-0,3%","-2,8%","-4,5%"
"426","Gränges","7,9%","23%","12,6","-12,1","-19,58","1,3","47,7","14352","52,4","0,7%","1,3%","2,5%"
"483","Guard Therapeutics",,"-88%","-3,1","-3,0",,"5,4",,"349","77,7","13,1%","-22,5%","47,2%"
"580","Guideline Geo","1,0%","2%","47,2","-5,0","-1,89","0,7","-0,8","93","46,3","-3,1%","-22,0%","-6,5%"
"511","Gullberg & Jansson","-3,5%","-9%","-27,4","6,6","2,04","0,9",,"117","46,8","-0,6%","-22,6%","-13,0%"
"1600","H&D Wireless","-235,5%","4%","-0,1","-0,2","-0,00","0,1",,"5","41,7","2,4%","-72,5%","-18,8%"
"1621","HAKI Safety A","3,4%","22%","14,6","13,2","0,85","1,0","-1,2","694","46,9","-4,6%","-4,0%","-5,9%"
"142","HAKI Safety B","3,4%","22%","14,6","13,2","0,85","1,0","-1,2","694","59,1","-0,2%","-8,4%","5,4%"
"917","Hamlet BioPharma","-103,9%","-27%","-11,9","-25,5","0,06","9,3",,"563","44,3","-3,8%","-8,1%","-15,2%"
"204","Handelsbanken A","0,9%",,"7,0","1,4","-0,69","1,2","5,4","243147","63,2","2,1%","9,2%","7,5%"
"1612","Handelsbanken B","0,9%",,"9,4","1,9","-0,69","1,6","7,3","329081","68,6","3,7%","13,1%","11,8%"
"301","Hansa Biopharma","-789,4%","43%","-4,3","-3,9","0,00","-7,3",,"2337","57,3","-2,2%","-15,7%","-12,1%"
"403","Hanza","6,0%","24%","18,2","-17,3","-14,72","2,5","-0,6","3523","61,7","1,9%","15,3%","5,2%"
"452","Harm Reduction","-67,8%","15%","-0,6","-0,7","0,04","0,2",,"7","34,9","-41,7%","-62,7%","-37,5%"
"94","Havsfrun Investment","1,3%","-98%","-38,7","-11,0",,"1,7","-3,4","188","57,5","12,2%","8,1%","22,5%"
"2280","Haypp Group","3,9%","14%","43,6","86,5","-3,01","3,2","0,7","1981","58,1","1,4%","-20,3%","9,9%"
"95","Heba","1,4%","43%","52,1","-69,0","5,59","0,8","-1,4","5317","56,7","2,7%","-4,4%","-1,7%"
"585","Hedera","-3,6%","15%","30,7","13,9","-0,13","0,7",,"72","72,1","15,7%","-22,1%","31,0%"
"404","Heliospectra","-210,9%","-16%","-2,3",,,"3,8",,"46","50,3","-5,1%","-17,4%","4,1%"
"2127","Hemnet","26,4%","18%","56,3","65,7","-0,25","28,3","1,6","35674","56,9","3,1%","0,7%","9,9%"
"2137","Hemply Balance","-293,2%","-37%","-2,9","-2,6",,"4,9",,"6","54,3","6,7%","6,4%","-5,1%"
"97","Hennes & Mauritz","12,1%","33%","17,2","14,8","-7,20","5,2","0,6","238682","46,6","1,4%","-8,6%","-0,6%"
"2537","Hernö Gin","7,1%","-20%","17,4","-3,5","-1,24","1,5",,"162","53,4","0,8%",,"9,1%"
"98","Hexagon","7,1%","18%","23,5","38,3","-0,30","2,7","1,5","350630","84,4","6,4%","-2,7%","22,7%"
"405","Hexatronic","6,8%","28%","14,8","17,0","-2,53","1,9","-0,3","7594","54,3","1,5%","-21,0%","0,7%"
"2200","Hexicon","-317,6%","99%","-5,9","-2,4","-0,43","-0,4",,"59","47,9","-7,9%","-55,5%","23,5%"
"99","Hexpol","13,5%","9%","12,0","31,9","-4,38","2,2","-1,3","35787","51,4","-0,0%","-7,3%","1,1%"
"303","Hifab","25,3%","20%","10,1","16,9","-0,01","2,7","0,1","201","57,2","0,4%","0,6%","9,3%"
"2385","High Coast Distillery","1,5%","24%","21,4","-17,3","-4,77","2,1","-2,1","243","49,3","2,1%","2,0%","-0,5%"
"2287","Hilbert Group","-267,5%","54%","-8,2","-10,7","-0,08","21,2",,"368","60,9","5,6%","8,9%","9,8%"
"101","HMS Networks","4,7%","40%","55,5","-7,2","-92,69","7,1","-1,7","25889","74,4","13,2%","2,2%","18,6%"
"2418","Hoi Publishing","-49,8%","12%","-1,8","-2,3","-0,19","0,8",,"10","67,9","15,1%","-31,9%","34,1%"
"742","Hoist Finance","1,8%",,"6,5","-1,1","-145,29","1,3","0,3","8486","53,0","-4,1%","23,4%","3,4%"
"971","Holdflight","-17,4%","-36%","-14,6","-1,9","-0,03","1,9",,"10","42,0","-11,7%","23,7%","-13,3%"
"1613","Holmen A","3,8%","4%","18,3","54,4","-13,16","1,1","-1,0","66630","55,2","1,1%","-2,9%","2,8%"
"102","Holmen B","3,8%","4%","18,7","55,7","-13,16","1,2","-1,1","68320","58,5","1,2%","-2,2%","3,5%"
"534","HomeMaid","29,3%","20%","13,4","17,0","-0,09","8,2","0,7","377","72,1","1,9%","16,9%","7,6%"
"1755","Hoodin","-207,0%","-41%","-2,2","-2,1","-0,02","2,9",,"13","55,7","-4,3%","-9,5%","19,5%"
"2395","Hubbster","-92,5%","9%","-0,5","3,0","-0,09","4,8",,"7","44,4","-15,9%","-48,5%","-28,5%"
"1602","Hubso Group","-4514,2%","-1%","-0,0",,,"1,6",,"2","63,1","-2,5%","-75,8%","0,0%"
"103","Hufvudstaden A","2,8%","21%","23,2","69,5","-5,80","0,9","0,6","26071","57,5","2,5%","-5,2%","1,9%"
"1010","Humana","1,6%","47%","15,3","17,2","-10,02","0,6","-0,3","1876","54,1","-1,5%","6,6%","1,5%"
"431","Humble Group","1,0%","19%","20,4","29,5","-0,46","1,0","0,5","5189","44,9","-1,2%","8,0%","-6,7%"
"1940","Hunter Capital","31,9%","-19%","-11,8","-0,8","-1,47","0,6","0,0","18","47,5","4,4%","6,4%","0,5%"
"1615","Husqvarna A","3,9%","23%","16,2","10,3","-4,47","1,4","-1,1","34292","51,3","2,7%","-17,1%","2,4%"
"104","Husqvarna B","3,9%","23%","16,2","10,3","-4,47","1,4","-1,1","34281","51,9","2,9%","-17,2%","3,0%"
"877","Hybricon","-4,7%","-14%","-39,7","-7,1","-0,02","2,0",,"20","57,5","1,7%","23,8%","23,8%"
"2440","I Love Lund","-19,2%","-9%","-9,0","-3,5",,"0,7",,"30","51,2","-2,3%","-13,3%","-4,1%"
"106","I.A.R Systems","-46,0%","-17%","-9,5","19,3","-3,77","3,9",,"1774","50,3","1,3%","-12,2%","0,4%"
"1689","Iconovo","-37,4%","-1%","-1,8","-1,3","-1,54","0,7",,"97","51,4","-0,8%","-35,4%","10,9%"
"2108","Idun Industrier","2,5%","25%","21,5","29,4","-11,98","5,5","2,6","3764","65,5","-1,5%","16,5%","9,0%"
"108","Image Systems","8,3%","7%","22,9","17,2","-0,28","1,9","0,0","240","57,9","-3,2%","41,9%","-4,9%"
"924","Immunovia",,"-84%","-0,2","-0,2","0,00","2,0",,"118","33,0","-6,2%","-45,3%","-17,6%"
"304","Impact Coatings","-14,7%","-24%","-10,6","-4,2","-0,31","2,0",,"364","48,5","0,7%","-14,7%","1,5%"
"1972","Implantica","-64,1%","-61%","-6,6","-6,6","-0,00","2,2",,"2667","55,0","4,1%","-0,3%","11,6%"
"1779","InCoax Networks","-19,2%","-22%","-9,2","-5,9","-0,20","1,6",,"191","49,1","0,4%","-15,7%","-1,7%"
