"Börsdata ID","Bolagsnamn","ROIC - Senaste","Nettoskuld - Senaste","EV/EBIT - Senaste","EV/FCF - Senaste","Capex - Per Aktie","P/B - Senaste","PEG - Senaste","Börsvärde - Senaste","RSI - RSI(14)","MA -  5/20","MA -  50/200","Kursutveck. - Utveck.  1m"
"52","Cloetta","5,8%","14%","11,8","14,1","-0,32","1,5","1,8","7995","52,8","-0,4%","9,7%","12,6%"
"2199","CodeMill","43,4%","-33%","16,0","8,7","-0,64","3,6","0,0","204","52,2","1,1%","-5,5%","10,3%"
"1666","Coegin Pharma","-379,0%","-27%","-3,5","-3,7",,"2,8",,"104","50,1","-3,4%","-17,8%","-0,2%"
"2097","CoinShares","33,0%","0%","3,6","-5,8","0,14","1,1","0,0","4854","33,2","-12,3%","24,4%","-14,8%"
"769","CombiGene",,"-97%","0,5","0,8","-0,00","0,7",,"49","52,3","3,9%","-8,8%","8,8%"
"2377","CombinedX","12,8%","-10%","9,2","9,3","-3,45","1,5","-0,4","655","58,4","4,7%","-12,5%","5,9%"
"1749","Comintelli","52,8%","-11%","4,2","13,2",,"2,4","0,0","45","60,2","6,8%","34,4%","9,3%"
"2297","Compodium","-14,2%","-4%","-3,4","-2,9","-3,54","0,5",,"50","28,8","-6,7%","1,4%","-25,8%"
"56","Concejo B","-6,4%","-10%","-6,9","-277,1","0,64","0,6",,"470","39,9","-5,4%","-4,1%","-9,7%"
"2544","Condo Nordic","-23,2%","1%","-1,7","-4,6","-0,18","0,4",,"17","41,6","-20,7%",,"-54,5%"
"530","Consensus","0,2%",,"-23,7","-5,6","0,70","1,6","6,5","79","48,7","-2,8%","-15,0%","-9,6%"
"741","Coor Service Management","3,3%","35%","15,2","32,7","-1,22","2,2","-1,3","3238","59,4","3,6%","-18,0%","8,6%"
"57","Corem Property A","1,7%","52%","42,0","14,8","1,54","0,3","-0,3","6839","45,6","-1,0%","-26,1%","-6,8%"
"1608","Corem Property B","1,7%","52%","41,6","14,7","1,54","0,3","-0,3","6479","39,0","-2,8%","-26,6%","-12,6%"
"2218","Corem Property D","1,7%","52%","304,6","107,6","1,54","11,4","-12,7","281650","52,6","0,5%","-5,9%","2,0%"
"749","Corline Biomedical","-33,5%","-19%","-9,1","-13,1","-0,34","2,6",,"246","51,5","-3,4%","-0,3%","4,9%"
"398","Cortus Energy","-263,5%","55%","-0,9","-1,0","0,06","-2,5",,"28","56,1","5,8%","-48,8%","16,7%"
"270","C-RAD","30,4%","-29%","13,8","41,2","-0,20","3,4","0,9","1106","56,6","-0,6%","-15,8%","1,9%"
"278","Creades","12,7%","-7%","8,6","16,2","3,24","1,1","0,1","10868","57,3","0,6%","1,9%","1,5%"
"2208","Creturner","-7,1%","1%","-1,2","-108,4","0,41","0,1",,"12","49,6","-12,7%","27,2%","0,9%"
"1382","Crunchfish","-86,6%","-30%","-1,2","-0,9","-0,22","1,0",,"48","45,5","1,2%","-76,7%","2,2%"
"2253","CTEK","-4,0%","19%","-37,3","24,5","-1,00","1,5",,"1050","56,5","2,4%","-18,6%","8,2%"
"58","CTT Systems","32,2%","-6%","25,6","46,6","-0,38","10,0","-3,2","2907","40,0","-5,7%","-7,3%","-18,0%"
"1366","Cyber Security 1","-8,6%","21%","68,5","21,9","-0,00","3,3",,"6","37,2","-19,5%","-36,0%","-30,0%"
"2522","Cyclezyme","-76,9%","-41%","-10,0","-5,3","-0,75","4,3",,"23","54,6","4,1%","9,6%","13,8%"
"2359","Dala Energi","129,9%","-33%","0,6","-21,8","-5,19","0,8","0,0","2700","66,7","2,3%","15,6%","5,8%"
"245","Dedicare","27,9%","-20%","5,8","8,4","-4,39","1,6","-0,2","479","33,3","-5,4%","-7,3%","-21,5%"
"2080","Desenio",,"78%","10,8","-66,9","0,01","-0,5",,"36","49,8","0,6%","-1,7%","3,4%"
"1565","DevPort","22,8%","-14%","6,0","8,1","-0,67","1,8","-0,4","246","41,1","-3,1%","-13,8%","-14,4%"
"2321","Devyser Diagnostics","-24,0%","-18%","-34,3","-16,2","-4,81","6,0",,"2086","47,1","-3,5%","4,6%","1,6%"
"449","DexTech Medical","-47,0%","-62%","-9,5","-9,7","-0,24","2,6",,"73","45,7","-0,2%","-3,5%","-2,5%"
"283","Diadrom","-775,9%","-36%","-16,4","12,9",,"6,8",,"59","49,0","-0,2%","-9,7%","-5,6%"
"2237","Diagonal Bio","-48,3%","-13%","0,3","0,2","-0,08","0,0",,"18","42,5","-5,9%","-25,1%","-12,9%"
"62","Diamyd Medical","-328,9%","-69%","-5,6","-6,2","-0,01","6,7",,"1041","18,2","-9,2%","11,7%","-42,9%"
"1720","Dicot Pharma",,"-92%","-6,3","-6,4",,"4,4",,"488","50,1","0,7%","11,8%","-9,4%"
"285","Dignitana","-257,1%","16%","-5,3","-23,6","-0,06","12,9",,"92","54,0","8,8%","-13,1%","-5,8%"
"282","DistIT","-21,5%","32%","-3,9","6,9","0,54","0,5",,"86","58,4","3,1%","-12,5%","13,8%"
"2419","Dividend Sweden","12,0%","-2%","1,1","7,5","-0,01","0,2","0,0","18","53,1","1,1%","-15,2%","3,3%"
"1902","Divio Technologies",,"-28%","-4,3","-3,7","-0,02","22,2",,"71","61,6","5,7%","11,3%","24,4%"
"63","Diös Fastigheter","2,6%","52%","30,1","55,5","-1,89","0,9","-11,7","10159","43,0","-3,3%","-9,1%","-8,3%"
"2128","Dlaboratory","-105,3%","-23%","-6,5","-9,2","-0,07","4,1",,"43","60,7","-1,0%","5,5%","10,4%"
"910","Dometic","-5,7%","21%","-24,6","8,2","-1,63","0,6",,"16342","37,5","-3,3%","-14,2%","-6,7%"
"64","Doro","23,9%","-26%","7,5","5,8","-1,46","1,6","0,1","903","69,4","5,2%","20,2%","8,2%"
"876","Double Bond Pharma",,"-64%","-5,0","-6,8","0,01","-20,0",,"43","54,4","-2,3%","-8,2%","32,7%"
"401","Doxa","-47,3%","41%","-2,4","-4,3","-0,65","0,2",,"526","53,0","-2,8%","-56,9%","3,1%"
"287","Drillcon","10,9%","11%","10,1","54,8","-0,87","1,4","-2,9","233","53,2","1,1%","-11,5%","12,3%"
"1917","Dug Foodtech","-34,4%","36%","-3,4","-4,0","-0,00","1,3",,"38","42,1","-4,0%","-54,6%","-6,8%"
"65","Duni","5,1%","12%","14,2","-278,6","-9,96","1,4","-0,6","4935","66,2","-0,0%","-2,4%","5,0%"
"66","Duroc","0,3%","9%","20,7","16,9","-0,81","0,5","1,3","624","43,4","-2,2%","-6,5%","-5,9%"
"602","Dustin Group","0,2%","21%","34,1","-14,1","-0,48","0,3","-0,9","1777","41,8","-2,0%","-51,2%","3,6%"
"2329","Dynavox Group","11,8%","33%","32,1","7340,1","-2,70","14,7","1,1","6679","35,6","-5,6%","10,9%","-9,1%"
"67","Eastnine","2,0%","48%","37,4","-2,8","-3,65","0,8","0,8","4517","38,4","-3,5%","4,6%","-5,1%"
"509","EasyFill","-64,6%","-2%","-1,4",,,"1,2",,"30","54,2","-2,3%","-31,0%","16,7%"
"1432","EatGood","-60,4%","18%","-3,5","-5,5","0,01","2,5",,"10","51,6","-9,7%","-26,4%","-14,0%"
"1883","eBlitz Group","-44,8%","-4%","-3,9","-17,5","0,16","1,2",,"29","55,6","3,3%","28,0%","-2,5%"
"460","Ecoclime","-66,4%","-21%","-0,2","0,9","0,24","0,3",,"50","26,6","-15,8%","-16,4%","-41,8%"
"1776","eCom Teams","-0,7%","39%","7,4","-12,8","2,93","0,2",,"61","26,1","-11,2%","-45,4%","-19,8%"
"497","ECOMB",,"-6%","-47,8","635,0","-0,01","869,9",,"4","99,2","47,7%","231,4%","10809,1%"
"498","EcoRub","-21,6%","21%","-5,5",,,"4,6",,"40","45,5","-12,6%","1,1%","-22,8%"
"2241","Edyoutec","-18,5%","4%","-3,9","-2,5","-0,26","0,6",,"57","55,0","-3,1%","-4,0%","15,7%"
"2254","eEducation Albert","-128,8%","-17%","-0,2","-0,8","-0,27","0,6",,"63","29,4","-1,4%","-19,0%","-16,4%"
"2221","Eevia Health","-56,4%","13%","-1,6","-1,4","-0,00","0,5",,"11","56,8","5,0%","-73,5%","11,6%"
"1404","Effnetplattformen","-110,0%","-64%","-4,3","-2,9","-0,02","1,9",,"41","45,0","0,9%","-19,9%","-9,0%"
"332","Egetis Therapeutics","-113,8%","-3%","-4,7","-6,7","0,00","4,6",,"1949","31,8","-9,5%","4,4%","-15,5%"
"68","Elanders","1,4%","53%","15,0","71,7","-35,74","0,7","-0,5","2715","37,3","-1,1%","-10,7%","-9,2%"
"1609","Electrolux A","-3,9%","22%","50,8","-699,2","-15,84","2,9",,"29440","40,5","-2,0%","-1,5%","-13,3%"
"70","Electrolux B","-3,9%","22%","47,8","-657,9","-15,84","2,5",,"25975","35,3","-2,6%","2,7%","-16,8%"
"1930","Electrolux Professional B","9,7%","18%","19,6","-492,3","-5,07","3,8","7,5","21641","52,7","0,1%","4,3%","0,4%"
"71","Elekta","6,8%","12%","15,6","45,9","-4,70","2,1","-0,8","22650","34,8","-6,4%","-5,8%","-9,7%"
"2187","Elicera Therapeutics",,"-96%","-3,3","-2,4",,"4,0",,"83","43,6","-13,7%","30,4%","-17,5%"
"288","Ellen","-91,9%","-28%","-3,5","41,1","-0,00","2,0",,"11","50,1","1,4%","-7,7%","-6,4%"
"2065","ELLWEE","2,7%","43%","7,7","-10,9","-0,22","0,4","0,1","5","76,9","14,5%","-25,9%","44,8%"
"69","Elon","0,4%","19%","76,7","-13,7","-4,29","0,7","0,9","372","41,2","-2,6%","-2,5%","-7,7%"
"596","Eltel","-10,8%","19%","-11,3","9,7","-0,04","0,5",,"1044","50,9","2,4%","-7,0%","1,6%"
"2206","Embark Group","-150,2%","20%","-1,1","-1,5","-0,11","1,4",,"96","42,2","-8,9%","-0,6%","-27,4%"
"447","EmbeddedArt","-208,2%","5%","-15,3",,,"36,9",,"283","75,8","32,1%","-19,2%","116,2%"
"2105","Embellence","9,7%","12%","10,4","9,8","-0,61","1,6","0,3","871","61,8","7,6%","-0,4%","14,9%"
"1374","Embracer","-54,9%","4%","-1,5","7,3","2,34","0,5",,"27149","32,2","-10,9%","5,7%","-41,2%"
"1576","Enad Global 7","-5,9%","-5%","-6,2","-7,6","-3,48","0,3",,"1108","33,0","-2,4%","0,3%","-12,6%"
"73","Enea","7,1%","8%","17,3","11,3","-4,64","1,0","0,1","2012","44,0","-0,4%","9,9%","-7,3%"
"1973","Energy Save","-14,5%","-11%","-5,6","4,3","7,61","0,8",,"148","51,5","-3,2%","-21,5%","-8,0%"
"1471","Enersize","-422,3%","-28%","-0,9","-0,9",,"2,3",,"15","38,5","-3,5%","-18,8%","-9,1%"
"2401","Engcon","30,9%","-1%","54,5","82,5","-0,29","23,2","-3,5","16090","48,4","-1,3%","-0,5%","1,9%"
"74","Eniro","15,7%","17%","8,0","9,7","-0,07","1,5","0,0","433","71,3","8,2%","3,3%","22,6%"
"1330","Enorama Pharma","-766,1%","14%","-2,9","-3,9",,"17,4",,"136","51,0","4,3%","-26,2%","-24,5%"
"1518","Enrad","19,8%","-12%","57,8",,,"10,2","0,4","249","43,8","-10,0%","1,2%","-24,4%"
"2560","Envar",,,,,,,,"224","44,8","-0,7%",,"0,8%"
"465","Envirologic","42,1%","-22%","16,2","-72,8","-0,20","6,5","2,2","232","72,8","13,4%","-29,2%","57,7%"
"484","Enzymatica","-52,0%","-38%","-7,7","-6,6","-0,00","2,7",,"473","69,2","-1,0%","-21,4%","36,4%"
"291","Eolus Vind","6,9%","39%","11,1","-1,8","0,04","0,8","-0,1","1412","54,7","2,7%","-7,5%","9,0%"
"30","Ependion","8,0%","25%","16,2","22,2","-9,50","2,5","-1,0","3392","57,3","-1,6%","-2,4%","11,4%"
"1711","Epiroc A","15,0%","18%","21,6","-217,9","-9,68","5,9","-3,8","254400","45,7","0,3%","0,2%","-3,7%"
"1712","Epiroc B","15,0%","18%","19,1","-192,3","-9,68","5,2","-3,4","222843","44,0","0,6%","-1,2%","-3,8%"
"293","Episurf Medical","-228,2%","-49%","-0,3","-0,3","-0,01","0,9",,"72","44,6","-3,4%","-30,3%","-13,5%"
"466","EQL Pharma","14,9%","31%","48,0","-46,8","-1,39","11,5","1,2","2389","50,9","-0,7%","25,8%","8,2%"
"1874","EQT","8,1%","10%","40,1","77,0","-0,00","4,2","0,1","413961","38,5","-5,3%","3,1%","-5,5%"
"1610","Ericsson A","0,0%","-13%","59,2","8,4","-4,79","3,2","146,6","294646","56,3","3,0%","11,4%","3,3%"
"77","Ericsson B","0,0%","-13%","59,4","8,4","-4,79","3,2","146,8","295182","57,0","2,9%","11,7%","3,6%"
"1611","Essity A","9,3%","17%","13,0","8,9","13,64","2,3","0,6","207893","64,1","3,8%","-2,0%","5,5%"
"1470","Essity B","9,3%","17%","13,0","8,9","13,64","2,3","0,6","208244","64,7","3,9%","-2,1%","6,1%"
"772","Eurobattery Minerals","-18,3%","-0%","-1,2","-0,5","-0,03","0,2",,"26","56,2","5,2%","-63,7%","7,7%"
"542","Everysport",,"-36%","-11,4","-31,9","2,25","5,9",,"99","35,1","-1,2%","0,6%","-4,8%"
"1601","Evolear","-56,3%","61%","-5,0","-197,8","-0,11","1,0",,"8","72,0","33,6%","-31,7%","157,1%"
"79","eWork","71,8%","3%","13,7","15,8","-0,66","8,3","2,5","2507","47,9","-0,6%","3,0%","-5,0%"
"544","Exalt","0,3%","-8%","58,8","39,6","-0,00","5,8","-15,5","25","53,1","2,6%","0,6%","7,4%"
"1355","ExpreS2ion Biotech",,"-78%","0,2","0,9","10,64","1,1",,"70","46,5","-3,6%","-25,8%","-2,2%"
"1968","Exsitec","6,9%","32%","21,5","-9,9","-21,93","3,4","-1,3","1571","40,2","-3,6%","-17,6%","-8,2%"
"1360","Eyeon Group","-10,0%","-9%","-92,0","-504,6","-0,34","8,2",,"495","60,1","0,1%","-30,7%","14,0%"
"80","Fabege","1,3%","42%","46,6","-75,8","-7,84","0,7","-3,3","28414","56,6","1,3%","-5,3%","1,1%"
"81","Fagerhult","3,5%","16%","15,4","14,6","-1,48","1,1","-0,7","8089","26,7","-7,0%","-14,3%","-14,8%"
"2046","Fasadgruppen","0,0%","30%","18,9","-5,7","-16,77","0,4","-4,0","1067","19,8","-27,1%","-25,5%","-52,2%"
"83","Fast Balder","2,0%","49%","34,6","-47,5","-7,93","0,9","8,5","90726","45,2","-2,1%","-2,9%","-4,3%"
"393","Fastator","-220,5%","77%","-3,3","7,2","4,50","0,3",,"114","50,2","-4,1%","-5,8%","-3,0%"
"2408","Fastighetsbolaget Emilshus","2,9%","51%","35,3","-9,0","-13,06","1,5","1,5","6928","63,5","1,7%","5,7%","10,8%"
"82","Fastpartner A","1,8%","43%","38,9","48,8","-0,34","0,8","-35,8","12269","52,3","-3,4%","-11,5%","-1,1%"
"1903","Fastpartner D","1,8%","43%","41,9","52,7","-0,34","0,9","-42,5","14565","61,1","1,7%","1,2%","1,4%"
"85","Fenix Outdoor","3,3%","8%","22,2","10,4","-1,32","1,9","-1,0","8876","49,8","0,8%","2,0%","0,5%"
"1788","Ferroamp","-151,6%","5%","-0,8","-1,1","-0,66","1,1",,"186","33,5","-8,6%","-46,1%","-14,0%"
"1546","Ferronordic","-3,6%","40%","136,4","7,7","2,36","0,6",,"886","45,0","-3,3%","-9,4%","1,7%"
"1392","Finepart","-191,0%","0%","-1,2",,,"1,5",,"13","52,0","1,6%","-20,2%","-1,0%"
"86","Fingerprint Cards","-240,3%","2%","-0,1","-0,2","-0,00","0,2",,"178","31,4","-19,4%","-69,7%","-39,1%"
"295","Firefly","41,6%","-22%","14,5","23,0","0,26","6,2","0,9","1080","47,3","-1,9%","-7,6%","2,0%"
"400","First Hotels","3,3%","63%","6,3","-0,9","-4,17","0,7",,"17","51,1","1,7%","-68,5%","30,0%"
"2227","First Venture","-11,0%","1%","-6,5","-976,3","1,22","0,4",,"65","56,0","3,3%","-18,7%","6,5%"
"2284","Flat Capital","21,6%","-24%","10,1","-7,3","-2,43","1,8","0,0","1190","53,7","-1,1%","14,2%","9,7%"
"1877","Fleming Properties","2,3%","34%","14,0","79,3","-0,05","0,1","-0,1","393","83,7","8,8%","-6,4%","15,4%"
"1384","Flerie","-6,8%","-20%","-10,4","-77,4","-0,25","0,9",,"3711","47,9","-0,8%","2,7%","-4,3%"
"1713","Flexion Mobile","-24,7%","-30%","-10,7","3,2","-0,01","1,5",,"406","48,6","-0,7%","-12,8%","-1,1%"
"1556","Flexqube","-187,6%","6%","-3,3","-7,1","-0,35","2,0",,"103","46,5","-6,0%","-7,6%","-15,4%"
"1357","Flowscape","-51,1%","-23%","-19,0","111,3","-0,48","4,0",,"66","56,2","5,5%","7,3%","3,1%"
"1690","Fluicell","-701,6%","-67%","-0,1","-0,1","-0,00","1,0",,"20","44,5","-7,8%","-34,2%","-27,9%"
"1840","FluoGuide","-274,8%","-57%","-18,8","-11,7","-0,07","13,1",,"629","51,7","-3,7%","7,9%","-3,6%"
"1425","FM Mattsson","8,2%","5%","14,8","11,6","-1,20","2,0","-0,7","2094","54,9","2,3%","-4,4%","3,3%"
"87","Formpipe Software","3,5%","-3%","55,9","29,4","-1,16","2,9","-1,5","1394","55,9","3,8%","-3,2%","5,3%"
"2034","Fortinova","1,4%","47%","41,4","39,1","-0,00","0,6","3,4","1283","31,1","-1,8%","-4,9%","-6,0%"
"589","Fortnox","40,4%","-19%","47,2","92,7","-0,50","17,8","2,5","42016","33,5","-5,2%","10,0%","-6,9%"
"2076","Fractal Gaming","12,6%","-6%","17,9","22,9","-1,07","2,6","-0,5","1092","58,0","0,5%","-2,8%","9,3%"
"2238","Fragbite","-160,7%","17%","-0,6","-1,7","-7,34","0,7",,"58","57,1","5,6%","-67,3%","20,3%"
"1539","Fram Skandinavien",,"-35%","-4,1","-4,8","0,56","5,6",,"33","53,4","-1,5%","-33,2%","1,6%"
"587","Free2Move","-2883,4%","3%","-0,3","-0,3","-0,01","-6,6",,"5","56,2","5,2%","-28,1%","-12,0%"
"2233","Freemelt","-43,7%","-11%","-0,2","-0,2","-0,65","0,2",,"110","30,4","-22,9%","-50,3%","-52,0%"
"601","Freja eID","-521,0%","42%","-13,5","-27,8","-0,52","-87,5",,"238","55,5","2,9%","1,6%","-7,1%"
"2490","Frilans","-51,9%","-28%","4,5","3,4","-0,25","2,8","0,1","138","50,8","-0,9%","19,1%","1,7%"
"1316","Front Ventures","-54,1%","-0%","-9,9","-25,0",,"1,7",,"18","64,0","29,8%","-44,9%","50,0%"
"1423","Frontwalker","-171,7%","2%","-1,6","-3,9","0,02","2,6",,"37","47,9","-5,5%","-0,1%","-9,8%"
"560","FX International","-30,7%","-4%","-0,9",,,"0,3",,"9","49,2","-6,5%","-2,8%","-4,5%"
"383","G5 Entertainment","42,3%","-41%","7,2","5,1","-17,05","2,0","-2,3","1178","67,4","6,6%","11,7%","12,1%"
"454","Gabather",,"-69%","-0,1","-0,1",,"-1,1",,"3","43,3","-16,1%","-60,9%","-23,5%"
"1783","Game Chest","-33,0%","-63%","-11,0","-11,3","-0,02","1,9",,"10","42,8","-2,2%","-26,1%","-30,3%"
"751","Gaming Corps","-366,0%","-24%","-4,2","-4,0","-0,04","9,2",,"85","55,0","-12,9%","-6,3%","65,7%"
"1383","Gapwaves","-81,7%","-31%","-6,9","-7,6","-0,69","4,1",,"417","45,9","-2,2%","-18,2%","0,9%"
"1011","Garo","-9,1%","26%","-25,7","-27,0","-0,34","2,1",,"1143","55,0","4,8%","-5,8%","6,5%"
"2532","Garpco","3,3%","18%","16,9","-23,6","-30,83","1,1",,"230","43,4","-0,8%","-6,3%","-2,6%"
"1372","Gasporox","-12,1%","-17%","-27,8","-19,2","-0,94","2,5",,"73","48,5","-0,3%","-16,5%","-1,3%"
"297","Generic Sweden","130,0%","-46%","20,4","20,1","0,82","13,0","1,6","720","55,1","3,7%","15,4%","8,5%"
"1953","Genova Property","1,2%","55%","61,5","-16,4","-13,47","0,7","0,2","2189","50,4","-2,1%","-3,7%","-3,6%"
"298","Genovis","25,4%","-28%","37,2","33,0","0,22","7,9","-1,2","1794","53,2","1,8%","-4,2%","12,3%"
"88","Getinge","3,4%","16%","24,0","2445,8","-16,72","1,7","-1,1","58015","56,2","1,3%","1,7%","-5,0%"
"2547","GiG Software","-151,6%","-6%","-7,5","-17,0","-0,11","11,0",,"599","60,3","4,3%",,"12,5%"
"2288","Gigasun","-2,1%","49%","23,8","-9,3","-4,83","0,4",,"199","65,3","5,9%","-9,6%","3,6%"
"577","Glycorex Transplantation","-36,0%","0%","-17,6","1815,7",,"5,5",,"196","45,6","-6,3%","65,3%","-21,0%"
"2234","Godsinlösen",,"13%","-0,5","-0,7","-0,10","-0,1",,"2","25,2","-63,3%","-29,3%","-79,4%"
"1350","Gold Town Games","-31,8%","39%","-2,7","-3,8","-0,09","0,8",,"6","53,6","2,7%","-27,8%","10,1%"
"1714","Gomero Group","15,2%","-17%","21,9","-58,4","-0,86","3,2","0,1","89","69,0","17,6%","-0,5%","27,2%"
"1333","GomSpace","-77,0%","16%","-8,8",,,"8,7",,"598","55,4","4,7%","-10,2%","10,1%"
"2136","Goobit Group","-22,9%","-5%","-3,7","-10,0","0,02","2,2",,"33","38,8","-6,4%","-15,6%","-14,8%"
"1547","Goodbye Kansas",,"3%","-1,7","-2,2","0,16","-4,4",,"83","67,9","12,3%","80,1%","77,6%"
"2521","Gosol Energy","32,4%","-29%","-75,9","19,3","-0,00","3,4","-0,2","84","51,3","-5,0%","-14,8%","-7,0%"
"2487","Gotlandsbolaget A","4,2%","-67%","4,4","1,6","-103,65","1,0","-0,3","5300","49,0","0,1%","-3,2%","-1,9%"
"2488","Gotlandsbolaget B","4,2%","-67%","4,7","1,7","-103,65","1,0","-0,3","5350","53,2","-0,2%","-2,0%","0,0%"
"582","Grangex","-31,4%","0%","-1,8","-0,4","-15,79","-11,4",,"137","42,7","-7,2%","1,4%","-12,3%"
"459","Greater Than","-3,1%","-37%","-196,9","-15,3","-0,54","7,6",,"406","35,7","-6,7%","-27,4%","-22,0%"
"1678","Green Landscaping","4,8%","36%","14,4","29,3","-7,05","2,3","-2,0","3845","47,3","0,1%","-8,3%","-8,1%"
"2534","Greenmerc","29,2%","-27%","11,5","-4,9","-2,10","2,4","0,0","143","50,8","1,8%",,"31,9%"
"312","Gruvaktiebolaget Viscaria","-3,3%","-12%","-35,3","-4,1","-4,24","1,3",,"2065","44,9","-2,2%","-5,2%","-5,4%"
"426","Gränges","7,9%","23%","12,7","-12,2","-19,58","1,3","48,3","14511","52,9","1,0%","3,6%","1,0%"
"483","Guard Therapeutics",,"-97%","-2,0","-2,1",,"6,6",,"251","47,8","-21,1%","-14,2%","-7,3%"
"580","Guideline Geo","2,7%","-7%","25,9","-9,9","-2,02","0,8","-0,4","111","61,3","6,5%","-14,1%","13,8%"
"511","Gullberg & Jansson","-4,8%","-2%","-16,1","11,5","-0,04","1,1",,"134","63,3","-3,3%","-24,3%","18,1%"
"1600","H&D Wireless","-284,6%","-2%","-0,2","-0,3","-0,00","0,7",,"5","40,7","-4,7%","-72,3%","-25,0%"
"1621","HAKI Safety A","3,2%","30%","16,8","-28,7","-1,37","1,1","-0,5","727","50,8","-1,9%","-4,2%","4,7%"
"142","HAKI Safety B","3,2%","30%","16,5","-28,2","-1,37","1,0","-0,5","705","55,1","-3,0%","-7,7%","6,2%"
"917","Hamlet BioPharma","-120,5%","-41%","-15,4","-13,4","-0,00","11,1",,"773","71,7","16,4%","-6,4%","36,4%"
"204","Handelsbanken A","0,9%",,"7,6","4,4","7,95","1,3","-6,0","267007","73,6","4,3%","12,2%","9,3%"
"1612","Handelsbanken B","0,9%",,"11,2","6,5","7,95","1,9","-8,8","393630","82,2","8,4%","18,5%","17,8%"
"301","Hansa Biopharma","-56,7%","34%","-3,9","-3,2","-0,00","2,6",,"1775","51,5","-2,7%","-20,1%","-18,9%"
"403","Hanza","5,2%","19%","17,7","-67,1","-14,70","2,4","-0,6","3530","53,0","1,9%","18,8%","2,8%"
"94","Havsfrun Investment","-5,2%","-100%","-14,8","-8,7",,"1,7",,"185","51,4","4,1%","15,6%","-10,6%"
"2280","Haypp Group","10,8%","14%","44,4","35,7","-4,03","4,1","0,1","2680","68,0","10,6%","-10,1%","38,6%"
"95","Heba","1,4%","44%","52,1","-19,6","-4,77","0,8","-1,4","5036","42,1","-2,6%","-4,3%","-4,5%"
"585","Hedera","-2,5%","15%","87,2","1046,3",,"0,7",,"70","58,3","0,2%","-1,8%","-4,1%"
"404","Heliospectra","-210,9%","-16%","-1,0",,,"1,9",,"24","21,5","-34,9%","-25,7%","-48,4%"
"2127","Hemnet","26,4%","18%","61,5","71,8","-0,25","30,9","1,8","39015","56,7","-0,2%","5,8%","6,8%"
"2137","Hemply Balance","-293,2%","-37%","-2,9","-2,6",,"4,9",,"6","47,8","-0,1%","0,5%","-7,5%"
"97","Hennes & Mauritz","12,1%","33%","16,8","14,4","-7,20","5,0","0,6","232160","43,4","-1,7%","-9,5%","-5,5%"
"2537","Hernö Gin","6,8%","-12%","23,4","-4,8","-0,93","1,4","-1,3","156","49,7","-0,3%",,"-7,6%"
"98","Hexagon","7,1%","18%","22,3","36,4","-0,30","2,6","1,5","331286","48,5","-2,5%","7,0%","2,5%"
"405","Hexatronic","5,1%","27%","12,9","21,3","-2,48","1,6","-0,3","6452","43,3","-3,5%","-24,5%","-12,8%"
"2200","Hexicon","-82,0%","122%","-8,7","-4,0","-0,42","-0,2",,"65","56,1","1,2%","-49,8%","5,8%"
"99","Hexpol","13,5%","9%","12,1","32,2","-4,38","2,3","-1,4","36166","53,1","2,7%","-6,5%","4,7%"
"303","Hifab","27,9%","8%","8,9","10,0","-0,01","2,6","0,1","223","62,2","3,7%","3,2%","13,0%"
"2385","High Coast Distillery","1,5%","24%","21,6","-17,4","-4,77","2,1","-2,1","247","52,8","1,9%","0,9%","-1,8%"
"2287","Hilbert Group","-267,5%","54%","-8,1","-10,5","-0,08","20,8",,"360","41,8","-7,0%","12,4%","5,4%"
"101","HMS Networks","4,7%","40%","52,9","-6,9","-92,69","6,7","-1,6","24536","48,1","-2,9%","10,6%","-2,8%"
"2418","Hoi Publishing","-49,8%","12%","-1,4","-1,8","-0,19","0,5",,"6","45,9","-28,4%","-25,2%","-17,7%"
"742","Hoist Finance","1,5%",,"5,3","-0,6","-200,92","1,0","0,1","6869","38,2","-5,7%","12,3%","-14,6%"
"971","Holdflight","-17,4%","-36%","-10,3","-1,4","-0,03","1,4",,"8","46,2","2,3%","6,6%","-23,5%"
"1613","Holmen A","3,8%","4%","18,5","55,0","-13,16","1,1","-1,1","67442","50,8","0,1%","-2,1%","1,5%"
"102","Holmen B","3,8%","4%","18,9","56,1","-13,16","1,2","-1,1","68808","53,2","-0,2%","-1,4%","1,3%"
"534","HomeMaid","32,3%","19%","13,7","15,8","1,84","8,4","0,2","451","70,1","9,4%","17,8%","23,3%"
"1755","Hoodin","-207,0%","-41%","-1,4","-1,4","-0,02","2,0",,"9","44,1","-1,0%","-17,7%","-19,7%"
"2395","Hubbster","-72,2%","4%","-0,7","13,6","-0,03","1,1",,"6","39,0","-2,8%","-45,2%","-11,3%"
"1602","Hubso Group","-4514,2%","-1%","-0,0",,,"0,8",,"1","51,1","-16,5%","-79,2%","-47,4%"
"103","Hufvudstaden A","2,1%","21%","29,5","142,1","-4,91","0,9","-1,2","25733","49,2","-0,7%","-5,1%","-1,0%"
"1010","Humana","2,0%","46%","15,6","21,6","-10,43","0,7","-0,7","2438","78,3","11,8%","8,7%","33,1%"
"431","Humble Group","1,7%","17%","17,6","6607,8","-0,67","1,0","0,2","5042","47,8","2,1%","5,9%","-5,9%"
