"Börsdata ID","Bolagsnamn","ROIC - Senaste","Nettoskuld - Senaste","EV/EBIT - Senaste","EV/FCF - Senaste","Capex - Per Aktie","P/B - Senaste","PEG - Senaste","Börsvärde - Senaste","RSI - RSI(14)","MA -  5/20","MA -  50/200","Kursutveck. - Utveck.  1m"
"1940","Hunter Capital","31,9%","-19%","-37,4","-2,4","-1,47","1,4","0,0","44","70,3","36,1%","18,8%","78,9%"
"1615","Husqvarna A","3,4%","25%","17,7","10,5","-4,32","1,3","-0,6","31641","41,2","-0,6%","-17,5%","-8,5%"
"104","Husqvarna B","3,4%","25%","17,7","10,5","-4,32","1,3","-0,6","31699","43,4","-0,5%","-17,6%","-8,0%"
"877","Hybricon","5,1%","-43%","49,9","-21,6","0,01","1,5","0,5","17","55,0","-6,3%","13,7%","-14,0%"
"2440","I Love Lund","-19,2%","-9%","-10,3","-4,0",,"0,8",,"34","54,8","2,0%","-10,3%","13,0%"
"106","I.A.R Systems","37,3%","-15%","14,9","21,9","-4,19","4,1","0,1","1928","55,9","0,2%","-12,6%","8,7%"
"1689","Iconovo","-37,8%","-12%","-0,9","-0,8","-1,46","0,4",,"73","27,5","-11,4%","-35,2%","-23,4%"
"2108","Idun Industrier","2,5%","25%","21,7","29,6","-11,98","5,6","2,6","3799","59,2","-2,0%","17,3%","11,5%"
"108","Image Systems","6,8%","3%","21,1","13,5","-0,29","1,4","0,1","179","43,2","-8,7%","39,9%","-19,9%"
"924","Immunovia",,"-75%","-0,4","-0,5",,"6,0",,"107","35,2","-5,2%","-48,9%","-7,3%"
"304","Impact Coatings","-14,1%","-11%","-10,8","-3,8","-0,19","2,0",,"368","51,2","4,0%","-16,9%","-3,0%"
"1972","Implantica","-64,4%","-61%","-5,9","-6,7","0,00","2,1",,"2459","36,7","-7,3%","-0,4%","-8,9%"
"1779","InCoax Networks","-19,2%","-22%","-9,1","-5,9","-0,20","1,6",,"222","56,6","6,3%","-18,0%","1,7%"
"1616","Industrivärden A","7,7%","4%","14,2","48,9","-10,59","1,1","-0,3","175351","63,9","1,4%","3,7%","4,6%"
"109","Industrivärden C","7,7%","4%","14,2","48,9","-10,59","1,1","-0,3","175221","64,2","1,5%","3,9%","5,0%"
"110","Indutrade","11,5%","24%","29,7","73,3","-6,87","6,7","-10,0","111410","46,4","-0,8%","1,2%","2,4%"
"1075","Infant Bacterial",,"-93%","-2,0","-2,6",,"3,0",,"513","36,1","-2,3%","-28,8%","-9,7%"
"1659","Infracom","15,5%","20%","11,9","-32,9","-2,90","1,7","0,1","764","57,8","3,9%","-5,4%","11,1%"
"1691","Infrea","-1,0%","15%","39,2","6,3","-0,24","0,6",,"376","66,7","10,0%","-5,4%","19,0%"
"1522","Inhalation Sciences","-75,1%","-36%","-2,6","-2,4",,"1,3",,"14","28,7","-11,4%","-33,7%","-42,3%"
"754","Inission","7,5%","29%","11,0","-31,3","-2,28","1,2","-0,4","835","42,7","-1,6%","-8,8%","-2,1%"
"1412","Initiator Pharma","-282,9%","-70%","-15,7","-22,3",,"16,8",,"402","47,9","3,3%","-9,6%","-0,7%"
"784","Insplorion","-145,9%","-40%","-0,5","-0,5","-0,06","0,8",,"22","54,5","-1,0%","-65,9%","10,9%"
"1437","Instalco","5,2%","34%","17,9","19,1","-1,13","2,8","-0,6","8916","53,4","1,7%","-17,0%","7,6%"
"2557","Intea Fastigheter B","2,2%","49%","49,7","-24,0","-5,79","1,4","5,8","14666","72,0","8,8%",,"23,5%"
"2558","Intea Fastigheter D","2,2%","49%","38,1","-18,4","-5,79","0,8","3,4","8465","55,3","0,5%",,"0,6%"
"1455","Integrum","-13,8%","-17%","-14,4","-6,6","-0,71","1,9",,"352","44,6","-1,7%","-47,5%","-5,4%"
"2212","Intellego Technologies","29,5%","9%","10,2","-18,4","-3,78","4,6","0,1","1229","55,6","5,2%","25,8%","11,6%"
"1436","Intervacc","-59,0%","-18%","-0,6","-0,9","-0,01","0,5",,"368","57,9","5,2%","-61,5%","18,0%"
"112","Intrum","-6,9%","63%","27,4","3,9","76,69","0,3",,"3605","48,8","3,2%","-17,1%","-8,0%"
"986","Invent Medic","-188,1%","-12%","-1,1","-1,1","-0,00","2,3",,"21","65,3","5,0%","-52,4%","20,2%"
"1617","Investor A","12,6%","7%","8,6","83,4","-3,61","1,2","-0,8","980143","56,5","1,2%","3,0%","2,3%"
"113","Investor B","12,6%","7%","8,6","83,5","-3,61","1,2","-0,8","981217","55,6","1,1%","2,9%","2,1%"
"424","Inwido","7,7%","13%","15,4","24,3","-6,86","2,1","-1,1","11779","49,4","-1,2%","9,4%","4,1%"
"306","Invisio","35,8%","-14%","41,9","213,0","-1,73","16,6","0,8","17051","68,1","6,9%","18,8%","13,0%"
"412","Irisity","-23,4%","-1%","-0,2","-0,5","-0,38","0,1",,"77","47,0","-9,9%","-58,9%","-25,1%"
"1410","IRLAB Therapeutics",,"-5%","-9,7","-11,0","-0,00","22,4",,"731","52,4","3,2%","-3,9%","-6,9%"
"1434","Isofol Medical",,"-98%","-3,6","-4,0",,"3,4",,"265","39,8","-7,9%","-6,9%","-24,7%"
"114","ITAB Shop Concept","8,1%","-5%","11,4","10,9","-0,58","1,4","1,4","5771","51,8","3,6%","-14,2%","7,7%"
"1697","I-Tech","68,2%","-58%","18,6","24,3","-0,04","6,0","0,3","947","65,5","3,7%","28,1%","37,1%"
"528","iZafe","-270,6%","14%","-4,0","-6,2","-0,00","7,6",,"86","65,6","7,2%","4,2%","20,7%"
"309","JLT Mobile","-21,8%","-15%","-5,9","8,4","-0,01","1,5",,"71","56,5","2,5%","-21,5%","5,1%"
"116","JM","3,4%","51%","32,6","6,6","-1,08","1,2","-0,4","9760","35,0","-3,2%","-12,0%","-14,2%"
"2397","Job Solution Sweden","15,1%","4%","6,1","4,6","2,19","1,6","0,0","112","72,0","8,1%","-6,8%","13,6%"
"1852","John Mattson","1,1%","48%","61,9","2012,8","-2,26","0,8","-1,3","4927","59,2","3,5%","-0,8%","5,9%"
"1699","JonDeTech Sensors","-81,2%","-18%","-1,0","-1,3","-0,15","0,9",,"48","62,1","5,8%","-33,5%","-13,3%"
"1363","Jumpgate","-37,2%","-8%","-1,9","-1,3","0,39","0,6",,"47","40,2","-1,5%","-11,0%","-20,0%"
"1853","K2A","-3,0%","61%","-29,2","7,2","7,48","0,3",,"594","32,2","-12,7%","-10,4%","-24,7%"
"296","K33","-240,5%","-11%","-14,2","-254,3","0,00","23,6",,"586","39,6","-11,6%","79,2%","-30,4%"
"117","Kabe","10,6%","-1%","11,0","-26,5","-0,89","1,4","-0,8","2538","31,4","-2,0%","-7,0%","-11,0%"
"289","Kakel Max","-9,3%","0%","-6,6","-9,1","-3,65","0,6",,"30","35,5","-2,8%","3,2%","-8,4%"
"407","Kallebäck Property","4,1%","36%","19,1","25,8","-0,02","1,1","-12,1","653","63,4","2,3%","-2,2%","3,8%"
"310","Kancera","-279,6%","-70%","-1,6","-1,3",,"2,0",,"122","48,2","-1,1%","-32,2%","-8,2%"
"2525","Karnell Group","5,0%","14%","20,2","-14,4","-7,43","2,4","23,8","2738","70,9","6,0%","-3,2%","10,6%"
"1796","Karnov","-0,6%","30%","81,4","-41,5","-5,63","4,0",,"9621","47,4","0,9%","8,0%","1,4%"
"243","Karolinska Development","-0,7%","-3%","-25,1","-5,5","-0,05","0,2",,"270","43,5","-2,8%","-18,1%","1,0%"
"2387","Katalysen Ventures","-31,9%","-2%","-9,1","-4,1","-1,13","1,7",,"102","59,7","5,4%","-16,1%","33,7%"
"2559","KB Components",,,,,,,,"3315","73,5","7,9%",,"27,9%"
"583","KebNi","4,1%","-17%","109,8","-101,1","-0,04","5,6","1,7","355","62,1","14,0%","-11,0%","23,8%"
"409","Kentima","-6,2%","15%","-309,5","-58,0","-0,23","2,1",,"64","50,8","-4,3%","8,3%","-5,2%"
"1887","K-Fast Holding","0,9%","59%","103,6","-22,5","-2,73","0,7","1,4","3793","39,1","-4,2%","-20,2%","-1,8%"
"2250","Kiliaro","-70,5%","-5%","-1,0","1,2","-0,11","1,3",,"11","49,8","1,6%","-35,3%","-0,5%"
"2528","Kinda Brave","-118,4%","18%","-1,9","-0,9","-1,39","2,1",,"43","47,0","-5,3%",,"-9,1%"
"1618","Kinnevik A","-6,9%","-25%","-4,8","1,7","31,46","0,7",,"25703","58,5","-0,0%","-2,7%","5,1%"
"120","Kinnevik B","-6,9%","-25%","-4,4","1,6","31,46","0,6",,"24615","50,0","-1,8%","-2,7%","0,5%"
"2249","Kjell Group","-1,3%","22%","74,0","8,2","-0,58","0,4",,"442","64,6","5,2%","-30,9%","18,3%"
"2322","KlaraBo","1,7%","51%","53,5","-200,5","-1,09","0,5","9,1","2580","53,0","0,2%","-14,3%","-0,1%"
"911","Klaria Pharma","-293,1%","-1%","-13,5","-15,5",,"15,0",,"216","64,6","7,5%","55,9%","39,9%"
"2007","Klimator","-114,8%","0%","-43,1","-6,3","-0,05","189,0",,"75","62,4","3,3%","11,4%","0,8%"
"122","KnowIT","2,2%","9%","24,0","8,2","-1,49","1,0","-0,7","4177","71,9","6,1%","-9,4%","12,9%"
"755","Kontigo Care","2,4%","-27%","76,8","-11,0","-0,31","1,6","0,3","85","47,3","1,4%","1,6%","-6,2%"
"570","Kopparbergs","13,7%","1%","12,9","27,2","-3,94","2,7","0,7","2370","61,3","2,2%","-9,4%","6,5%"
"2121","Krona Public Real Estate","2,5%","56%","27,0","-146,8","-11,63","0,6","-0,8","263","46,4","-1,0%","5,1%","-0,8%"
"2323","Kvix","-348,0%","-7%","-1,4","-4,6","0,02","3,6",,"15","50,7","0,9%","18,6%","2,4%"
"124","Lagercrantz","13,8%","32%","36,0","-297,6","-7,41","12,6","4,0","47283","47,5","-2,1%","12,7%","5,9%"
"125","Lammhults Design","-20,7%","18%","-4,2","18,6","-2,90","0,5",,"228","65,5","4,2%","-2,7%","24,4%"
"2552","Lappland Guldprospektering","-4,0%","-83%","-549,6","-26,0","-1,62","6,5",,"150","49,1","-5,6%",,"15,2%"
"126","Latour","11,2%","21%","58,6","132,6","-3,35","4,3","6,4","186321","48,7","-0,6%","-3,0%","2,1%"
"523","Latvian Forest","4,1%","11%","24,0","181,2","0,01","0,8","0,1","332","44,1","-0,3%","-2,3%","-2,8%"
"576","LC-Tec","-336,5%","2%","-0,4","-0,3",,"0,9",,"4","52,2","5,9%","-58,9%","-53,8%"
"1661","Leading Edge Materials","-11,3%","-13%","-19,2","-16,8","-0,01","2,6",,"518","92,1","59,5%","-1,8%","167,4%"
"499","Level Bio","-226,1%","-7%","-2,2","-4,0",,"4,6",,"21","55,5","3,9%","-13,2%","12,4%"
"422","LIDDS","-328,7%","-68%","-2,4","-2,0","-0,00","2,6",,"16","42,0","-27,0%","7,3%","-7,7%"
"440","Lifco","12,7%","30%","36,5","155,7","-7,35","9,1","61,3","166970","47,3","-2,2%","8,9%","6,2%"
"1974","Lifeclean","-247,2%","56%","-1,0","-1,2","-0,03","-5,1",,"18","12,1","-58,2%","-63,0%","-81,6%"
"588","LightAir","-72,9%","-31%","-0,0","-0,0","0,01","0,5",,"14","62,6","15,6%","-50,5%","42,1%"
"1079","Lightning Group","-30,1%","10%","-2,7","-33,5","-0,06","0,7",,"12","43,1","-14,5%","-20,3%","-23,5%"
"1772","Lime Technologies","16,3%","26%","39,0","2065,8","-14,92","16,1","7,8","5001","61,4","3,5%","1,4%","13,7%"
"2150","Linc","30,4%","-11%","2,8","122,0",,"0,9","0,0","4170","39,5","-2,8%","-4,8%","-5,3%"
"127","Lindab","2,6%","29%","26,9","-121,4","-20,79","2,1","-0,8","15611","42,7","-1,1%","-11,8%","1,5%"
"781","Link Prop","7,0%","38%","14,2","12,6","-2,14","1,8","1,7","215","42,0","-1,0%","0,8%","-3,3%"
"1875","Lipidor",,"-94%","-15,4","-32,8","0,00","15,7",,"256","59,1","5,8%","72,7%","30,7%"
"2081","Lipigon Pharmaceuticals","-285,8%","-51%","-0,3","-0,2","-0,00","0,9",,"16","34,7","-13,5%","-38,0%","-37,0%"
"2129","Lipum","-107,1%","-17%","-8,8","-4,4",,"7,5",,"356","55,9","10,3%","16,9%","17,5%"
"1080","Litium","0,9%","-6%","241,8","-36,8","-1,17","1,8","1,8","149","54,5","-0,9%","-1,0%","-6,4%"
"167","Logistea A","1,3%","43%","45,4","-43,7","-1,99","0,5","0,4","6929","46,3","-1,8%","-3,2%","-3,0%"
"2314","Logistea B","1,3%","43%","46,1","-44,4","-1,99","0,5","0,4","7251","45,9","-3,0%","-0,6%","-3,9%"
"1562","Logistri","3,2%","39%","24,2","-5,9","-60,11","1,0","-1,1","1104","50,5","-0,4%","-0,1%","0,3%"
"2014","Lohilo Foods","-99,5%","14%","-4,4","-20,8",,"3,8",,"56","59,8","3,5%","-26,6%","0,3%"
"129","Loomis","8,7%","26%","12,8","9,6","-24,75","2,1","1,5","29451","68,4","2,9%","10,7%","20,2%"
"559","Lovisagruvan","11,9%","-3%","22,2","9,0","-0,83","1,3","-1,0","65","42,8","-0,5%","-5,6%","-6,2%"
"2174","Loyal Solutions",,"103%","-8,6","-14,7","-0,15","-2,0",,"72","30,1","-5,2%","3,0%","-14,6%"
"316","Lucara Diamond","-5,7%","27%","6,7","2,9","0,17","0,6",,"1423","54,5","9,1%","1,3%","5,4%"
"2489","LumenRadio","17,1%","-31%","33,0","25,4","-0,25","4,4","-0,9","1056","24,2","-6,2%","-6,0%","-15,3%"
"1740","Lumito","-58,4%","-8%","-3,5","-4,2","-0,02","1,6",,"144","55,4","0,1%","-34,0%","13,8%"
"130","Lundbergföretagen","3,0%","9%","14,8","85,3","-23,69","1,2","-1,6","132928","51,9","-0,5%","-2,7%","0,4%"
"595","Lundin Gold","44,3%","-23%","9,8","10,9","-0,39","5,4","0,1","72613","61,4","1,8%","22,0%","14,4%"
"131","Lundin Mining","0,1%","16%","14,7","15,1","-1,30","1,4","-5,7","75402","40,8","-3,5%","-11,0%","-1,9%"
"2033","Luxbright","-80,2%","-29%","-4,1","-3,7","-0,03","2,5",,"86","52,8","-0,2%","-13,3%","-3,2%"
"2368","Lyckegård","-147,6%","18%","-2,2","-13,4","-0,07","3,0",,"77","54,6","-0,4%","-1,5%","3,3%"
"1573","Lyko","1,8%","44%","25,3","520,5","-13,60","4,1","-2,7","1938","67,3","12,6%","-7,8%","39,6%"
"1566","MAG Interactive","-2,0%","-25%","-16,3","67,5","-2,28","0,7",,"242","47,1","0,2%","8,7%","0,0%"
"1952","Magle Chemoswed","2,6%","23%","21,4","-28,2","-2,56","0,7","0,2","640","36,2","-3,7%","-7,1%","-3,7%"
"1938","Magnasense","-120,7%","74%","-1,4","-1,3","-0,32","-0,6",,"15","73,8","32,4%","-59,8%","149,0%"
"2482","Mahvie Minerals","-13,4%","-4%","-2,6","-2,4","-0,01","0,5",,"15","69,3","7,3%","-5,5%","37,2%"
"134","Malmbergs Elektriska","-7,1%","9%","-15,6","81,0","-0,15","1,1",,"352","53,2","5,0%","-1,8%","7,1%"
"365","Mangold","0,9%",,,"-7,2",,"3,8","3,8","763","22,9","-6,6%","-9,3%","-32,5%"
"1445","Mantex","-108,2%","-12%","-316,9","-237,1","-0,01","266,5",,"21","99,9","75,7%","249,3%","31730,2%"
"1906","Mashup Ireland","-4,0%","-3%","-24,9","73,3","0,03","1,7",,"137","48,5","-0,5%","6,9%","-0,9%"
"2186","Maven Wireless","0,2%","3%","119,8","-12,4","-0,52","4,0","-21,1","458","34,5","-9,9%","-17,7%","-26,5%"
"411","Mavshack",,"-1%","-0,1","-0,1","-0,40","-0,1",,"2","47,1","4,3%","-60,5%","-11,8%"
"1748","Maximum Entertainment","-63,9%","35%","-2,3","10,6","-0,25","0,1",,"26","50,0","-1,9%","-38,3%","-13,1%"
"318","MedCap","16,1%","0%","21,1","24,8","-9,20","4,5","1,4","5802","40,1","-2,7%","-9,0%","6,7%"
"1417","Medclair","-2,1%","-3%","-21,3","41,0","0,01","2,7",,"137","64,6","-0,5%","-0,9%","6,8%"
"2291","Medhelp Care","7,3%","-6%","28,9","-65,1","-0,37","3,4","0,4","97","50,0","-0,2%","6,9%","2,6%"
"1331","Mediacle","-208,9%","-89%","3,3","3,3","-0,00","1,5","0,5","163","50,5","1,3%","-12,1%","0,8%"
"1459","Medicover","1,1%","54%","55,6","30,7","-0,90","5,9","-32,1","32089","58,8","-0,2%","4,9%","2,2%"
"538","Medimi","-258,8%","-17%","-0,1","-0,1","-0,00","0,5",,"5","46,5","7,7%","-66,7%","-53,6%"
"136","Medivir","-108,8%","-36%","-1,2","-1,2",,"1,9",,"215","25,2","-15,3%","-8,1%","-35,1%"
"137","MEKO","3,8%","15%","10,4","7,4","-2,04","1,0","4,9","6826","32,9","-3,6%","2,4%","-7,2%"
"391","Mendus","-22,8%","-11%","-2,5","-3,9","-0,03","0,6",,"401","50,4","2,6%","-5,7%","3,3%"
"1854","Mentice","-19,4%","-14%","-40,6","339,4","-0,66","3,8",,"547","37,5","-8,7%","-9,3%","-20,7%"
"761","Meriaura","0,2%","15%","37,9","-8,5","-0,01","1,3","2,8","603","62,8","2,1%","20,7%","47,9%"
"1741","Metacon","-1130,3%","-56%","0,6","1,0","-0,02","0,3",,"151","65,0","14,8%","-67,0%","20,6%"
"251","Micro Systemation","143,3%","-32%","20,1","23,2","-0,16","7,9","1,1","1058","50,3","-1,3%","9,1%","2,2%"
"567","Micropos Medical","-907,4%","-50%","-14,9","-15,5","0,00","33,5",,"339","51,2","-2,9%","13,5%","-11,2%"
"1620","Midsona A","1,3%","10%","17,7","19,4","-0,17","0,6","0,2","1818","86,7","4,6%","-0,2%","11,6%"
"141","Midsona B","1,3%","10%","13,6","14,9","-0,17","0,4","0,1","1288","55,2","-0,1%","-8,2%","8,6%"
"1721","Midsummer","-56,6%","49%","-2,9","-4,8","-0,36","2,1",,"311","36,1","-10,8%","-8,6%","-9,1%"
"2175","Mildef Group","-29,0%","-18%","-38,4","72,3","-0,74","7,6",,"8340","75,4","11,8%","43,1%","42,1%"
"143","Millicom","2,5%","44%","7,8","10,4","-3,53","1,2","0,0","48221","41,7","0,5%","4,0%","-7,6%"
"2502","MindArk","4,2%","-22%","1,3","-3,1",,"0,5","-0,1","46","41,1","-0,9%","-5,7%","-12,8%"
"913","Minesto","-8,0%","-13%","-11,5","-4,8","-0,46","0,9",,"522","62,3","4,4%","-19,5%","19,3%"
"1421","Mips","50,4%","-50%","72,3","95,3","-0,38","20,2","0,8","12954","39,4","-5,1%","1,2%","-4,9%"
"529","Miris","-76,0%","5%","-2,2","-1,7","-0,02","5,0",,"16","47,3","-1,0%","5,8%","-20,9%"
"1897","MOBA Network","-0,2%","27%","9,6","-26,8","-2,18","0,5",,"178","42,4","-4,1%","-16,8%","-9,8%"
"246","Moberg Pharma","-64,4%","-41%","-0,5","-1,7","-1,53","0,6",,"434","48,0","-0,9%","-51,3%","-4,0%"
"2133","Modelon",,"-52%","-2,9","-3,7","-0,02","5,2",,"241","63,5","13,7%","7,8%","22,8%"
"1622","Modern Times Group A","-1,8%","-20%","12,1","13,8","-4,67","1,1",,"15654","65,2","4,1%","19,3%","20,8%"
"148","Modern Times Group B","-1,8%","-20%","12,0","13,7","-4,67","1,0",,"15590","64,9","3,9%","19,5%","20,5%"
"2239","Modus Therapeutics",,"-90%","-2,7","-2,9",,"22,3",,"48","46,1","2,0%","3,0%","-1,9%"
"1855","Mofast","0,2%","50%","353,6","70,9","-0,69","0,2","-1,3","534","51,4","-0,1%","1,9%","-2,0%"
"255","Moment Group","-11,0%","54%","-45,4","11,7","-0,56","3,7",,"202","45,9","-0,7%","-12,5%","-5,0%"
"2383","Momentum Group","13,6%","23%","35,0","46,1","-2,37","12,5","11,8","9289","53,1","0,7%","2,4%","4,5%"
"1922","Monivent","-156,1%","9%","-0,4","-0,4",,"0,8",,"23","55,7","1,8%","-16,8%","12,8%"
"473","Motion Display","-26,4%","24%","-14,4","21,5","-0,07","2,8",,"12","57,5","6,5%","-44,6%","19,7%"
"2195","MoveByBike",,"74%","-0,3","-0,6","-0,10","-0,5",,"11","51,2","-7,5%","-71,2%","-31,8%"
"2346","MTI Investment","-72,2%","-15%","-0,5","-0,4","-0,08","0,8",,"18","59,6","0,7%","-29,7%","50,7%"
"1439","Munters","9,0%","29%","16,7","-61,9","-15,74","4,1","1,0","24699","29,5","-7,4%","-13,5%","-19,2%"
"2400","My Beat","-15,6%","34%","-6,4","-3,5","-0,79","2,9",,"31","46,8","7,1%","-33,3%","7,5%"
"140","Mycronic","40,3%","-27%","20,5","30,2","-5,15","6,7","0,4","44435","44,3","-3,4%","8,6%","8,4%"
"147","mySafety","-23,7%","16%","-12,5","-50,5","-0,28","2,2",,"200","74,8","12,1%","16,2%","21,4%"
"771","Nanexa","-39,6%","-9%","-6,9","-3,3","-0,21","2,6",,"207","39,7","-2,3%","23,8%","-3,1%"
"414","NanoCap","-9,9%","-5%","-6,3","-21,3","0,28","0,5",,"39","45,5","-6,0%","-13,3%","-9,3%"
"2546","NanoEcho",,,,,,,,"41","53,5","7,8%",,"2,1%"
"1941","Nanoform","-62,4%","-53%","-2,8","49,0","0,23","1,6",,"1211","59,2","2,2%","-20,8%","4,3%"
"918","Nanologica",,"-0%","-1,0","-1,1","-0,16","-9,3",,"164","41,9","-4,7%","-41,1%","-15,8%"
"2325","Nattaro Labs","-52,4%","10%","-1,8","-1,6","-0,07","0,8",,"13","61,9","7,9%","-3,4%","-5,0%"
"2516","Navigo Invest","-17,3%","7%","-1,3","-9,8","-0,04","0,1",,"184","56,0","3,8%","-32,7%","5,5%"
"150","NAXS","-11,0%","-25%","-5,8","10,1","4,70","0,8",,"623","61,6","1,7%","-7,0%","8,5%"
"1695","NCAB Group","11,2%","23%","25,4","135,3","-1,51","6,2","-1,0","9046","16,2","-13,3%","-10,7%","-26,3%"
"1623","NCC A","12,4%","4%","10,0","5,1","-6,67","2,2","-65,0","19553","62,5","3,5%","9,2%","8,9%"
"151","NCC B","12,4%","4%","9,9","5,1","-6,67","2,2","-64,7","19453","63,6","3,5%","9,1%","8,8%"
"152","Nederman","7,7%","23%","16,0","31,4","-8,39","2,9","18,3","7820","53,5","2,8%","-2,1%","6,0%"
"48","Nelly Group","27,1%","7%","11,4","8,0","-0,75","4,2","0,0","1014","46,9","-1,8%","22,4%","-7,8%"
"2503","Neobo Fastigheter","1,0%","50%","61,9","86,4","0,13","0,4","7,5","2446","40,2","-2,1%","-11,2%","-8,7%"
"1975","Neola Medical","-20,4%","-27%","-13,0","-6,4","-0,16","2,3",,"160","39,8","-2,3%","-4,0%","-13,6%"
"2542","Neovici Holding B","-58,6%","0%","-10,1","-7,3","-0,41","8,6",,"325","59,1","-3,3%",,"-2,3%"
"1081","Nepa","-6,3%","-26%","-43,8","10,4","-0,41","2,3",,"169","50,3","-0,9%","-6,6%","0,0%"
"154","Net Insight","16,5%","-26%","18,6","58,9","-0,30","2,6","1,2","1699","18,2","-18,5%","2,1%","-30,3%"
"2281","Netel Holding","-2,5%","25%","9,4","-13,2","-3,38","0,6",,"618","50,8","-2,6%","-21,9%","-0,2%"
"322","NetJobs","1301,0%","-86%","0,3","0,3","0,10","1,2","0,0","15","57,3","3,7%","11,1%","7,1%"
"323","New Nordic Healthbrands","-8,8%","10%","-28,2","-13,8","-0,62","1,0",,"102","68,8","3,5%","-8,6%","14,7%"
"155","New Wave","9,7%","16%","13,0","16,7","-2,25","2,0","-0,8","14529","50,2","-1,3%","-3,5%","7,2%"
"2361","Newbury Pharmaceuticals","-44,6%","-22%","-4,0","-4,2","-0,05","1,7",,"80","42,7","-1,6%","-0,3%","-5,2%"
"371","Nexam Chemical","-4,5%","8%","-43,5","-139,3","-0,12","1,6",,"300","46,1","-3,1%","-4,1%","-11,5%"
"1468","Nexar Group","-898,0%","-4%","-6,5","-7,7",,"16,2",,"40","54,9","-5,6%","68,0%","43,2%"
"1483","NextCell Pharma","-136,7%","-49%","-5,4","-5,5","0,00","4,3",,"259","64,8","4,0%","49,6%","18,8%"
"558","NFO Drives","-110,6%","-54%","-47,0","-51,1",,"4,6",,"75","45,4","-5,9%","-13,5%","-14,6%"
"2185","Ngenic",,"-5%","0,1","0,2","-0,92","-0,1",,"23","27,5","-53,5%","-61,8%","-70,7%"
"540","NGS Group","-75,9%","-2%","-1,1","-4,0",,"0,9",,"84","64,2","4,4%","-2,2%","9,4%"
"156","NIBE Industrier","2,4%","27%","37,5","86,3","-1,41","2,5","-0,9","81126","40,8","-5,6%","-9,7%","-9,6%"
"415","Nicoccino","-55,1%","-1%","-6,2","-6,8","-0,00","3,0",,"49","52,3","-3,9%","-11,7%","5,3%"
"925","Nilsson Special Vehicles","-31,8%","7%","-5,1","-3,0","-0,19","3,4",,"16","55,4","0,6%","-30,9%","-1,4%"
"758","Nilörngruppen","21,1%","-3%","9,1","10,5","-2,02","2,2","0,3","775","47,8","-2,3%","-1,8%","1,5%"
"2075","Nimbus","-4,5%","12%","-10,8","-6,1","-1,88","0,3",,"716","44,3","-3,3%","-17,8%","3,7%"
"324","Nischer","-22,9%","58%","-4,6","-8,5","0,18","0,1",,"9","65,4","-31,1%","13,2%","-51,7%"
"1479","Nitro Games","14,7%","13%","7,8","-7,7","-0,05","1,7","0,1","47","35,0","-15,4%","-10,4%","-25,6%"
"2312","Niutech Group","-79,8%","23%","-0,9","-0,9","-0,03","0,3",,"23","56,9","-24,8%","-58,4%","-45,9%"
"2326","Nivika Fastigheter","1,3%","45%","46,3","-35,2","-8,29","0,7","1,0","3807","58,2","0,8%","-5,7%","2,3%"
"157","Nobia","-13,3%","39%","-9,0","7,9","1,08","0,6",,"2650","45,8","-5,0%","-14,9%","1,9%"
"2486","Nodebis Applications","2,5%","-10%","69,4","22,2","-0,61","1,0","0,2","93","65,4","15,5%","-3,9%","36,8%"
"249","Nokia","8,1%","-10%","10,4","8,7","-0,02","1,2","0,1","289710","46,6","-0,6%","12,1%","5,1%"
"158","Nolato","9,3%","11%","19,2","23,7","-2,36","2,9","0,5","16472","54,7","0,6%","1,9%","10,8%"
"1915","Nord Insuretech","-281,4%","64%","-2,3","-4,6","-0,56","3,1",,"97","66,3","-7,6%","-20,1%","30,7%"
"159","Nordea Bank","0,9%",,"6,6","-21,5","-0,83","1,3","1,7","492913","70,1","4,4%","3,7%","6,1%"
"2336","Nordic Asia","12,0%","-3%","5,7","-299,3","0,06","0,7","0,0","81","52,1","1,6%","-11,5%","3,8%"
"354","Nordic Flanges","-56,3%","23%","-4,3","-18,3","1,67","1,0",,"30","53,2","0,5%","-21,8%","-1,7%"
"1742","Nordic Iron Ore","-9,3%","-28%","-19,8","-18,5","-0,05","1,3",,"367","53,8","-0,6%","2,1%","12,0%"
"277","Nordic LEVEL","-2,7%","2%","-14,6","-11,1","-0,09","0,6",,"126","46,1","-1,1%","-17,2%","-4,4%"
"2008","Nordic Paper","34,9%","29%","7,0","-26,6","-7,64","2,5","0,6","3359","65,3","2,3%","-4,9%","6,0%"
"1322","Nordic Waterproofing","6,4%","20%","18,5","23,8","-3,16","2,4","-1,3","4431","63,3","0,5%","6,0%","5,1%"
"2279","Nordisk Bergteknik","0,4%","42%","21,0","13,1","-2,72","0,6","-1,0","749","55,2","-2,9%","-16,3%","-2,5%"
"2298","Norditek","3,7%","22%","18,2","15,2","-0,07","1,8","0,0","138","56,3","-3,6%","3,3%","-7,6%"
"161","Nordnet","1,0%",,"17,5","22,8","-13,70","7,7","2,2","61322","40,9","-3,6%","7,9%","-5,0%"
"2526","Nordrest","98,5%","-10%","9,3","21,2","-2,77","13,3",,"1469","64,3","1,8%",,"1,9%"
"740","Norion Bank","1,9%",,"5,2","-35,1","-0,68","0,9","6,0","8421","57,7","3,6%","-5,3%","7,8%"
